"","season","gender","category","first_cycling_race_id","race_name","race_nationality","uci_race_classification","stage_race_boolean","start_date","end_date","stage_number","distance","route","stage_profile_category_mapping_eng","race_tags"
"727",2023,"men","Road",191,"Tour du Limousin","FR","2.1","Stage Race","2023/08/15","2023/08/18","01","165.7","Rilhac-Rancon-Bénévent L'Abbaye","Hilly","            "
"728",2023,"men","Road",191,"Tour du Limousin","FR","2.1","Stage Race","2023/08/15","2023/08/18","03","194.5","Sarran-Bortles Orgues","Hilly MTF","            "
"729",2023,"men","Road",192,"Vuelta a Burgos","ES","2.Pro","Stage Race","2023/08/15","2023/08/19","01","161","Villalba de Duero-Burgos","Flat","            "
"730",2023,"men","Road",192,"Vuelta a Burgos","ES","2.Pro","Stage Race","2023/08/15","2023/08/19","04","157","Santa Gadea del Cid-Pradoluengo","Hilly MTF","            "
"731",2023,"men","Road",192,"Vuelta a Burgos","ES","2.Pro","Stage Race","2023/08/15","2023/08/19","02","13.1","Oña-Poza de la Sal | TTT","TTT","            "
"732",2023,"men","Road",192,"Vuelta a Burgos","ES","2.Pro","Stage Race","2023/08/15","2023/08/19","05","160","Golmayo-Lagunas de Neila","Mountain MTF","            "
"733",2023,"men","Road",192,"Vuelta a Burgos","ES","2.Pro","Stage Race","2023/08/15","2023/08/19","03","175","Sargentes da la Lora-Villarcayo","Mountain","            "
"734",2023,"men","Road",32,"PostNord Tour of Denmark","DK","2.Pro","Stage Race","2023/08/15","2023/08/19","01","169.8","Aalborg-Aalborg","Flat","            "
"735",2023,"men","Road",32,"PostNord Tour of Denmark","DK","2.Pro","Stage Race","2023/08/15","2023/08/19","04","177.8","Kalundborg-Bagsværd","Flat","            "
"736",2023,"men","Road",32,"PostNord Tour of Denmark","DK","2.Pro","Stage Race","2023/08/15","2023/08/19","05","16.1","Helsingør-Helsingør","Flat ITT","            "
"737",2023,"men","Road",32,"PostNord Tour of Denmark","DK","2.Pro","Stage Race","2023/08/15","2023/08/19","02","163.5","Kjellerup-Silkeborg","Hilly","            "
"738",2023,"men","Road",32,"PostNord Tour of Denmark","DK","2.Pro","Stage Race","2023/08/15","2023/08/19","03","209","Vejen-Vejle","Hilly MTF","            "
"739",2023,"men","Road",568,"GP Capodarco","IT","1.2U","One Day","2023/08/16","2023/08/16","GC","","","Hilly MTF","            "
"740",2023,"men","Road",259,"Arctic Race of Norway","NO","2.Pro","Stage Race","2023/08/17","2023/08/20","01","171","Kautokeino-Alta","Flat","            "
"741",2023,"men","Road",259,"Arctic Race of Norway","NO","2.Pro","Stage Race","2023/08/17","2023/08/20","02","153.4","Alta-Hammerfest","Flat","            "
"742",2023,"men","Road",259,"Arctic Race of Norway","NO","2.Pro","Stage Race","2023/08/17","2023/08/20","04","171.4","Kvalsund-Nordkapp","Hilly","            "
"743",2023,"men","Road",259,"Arctic Race of Norway","NO","2.Pro","Stage Race","2023/08/17","2023/08/20","03","167","Hammerfest-Havøysund","Hilly MTF","            "
"744",2023,"men","Road",391,"Baltic Chain Tour","EE","2.2","Stage Race","2023/08/18","2023/08/20","01","198.7","Tartu-Valga","Flat","            "
"745",2023,"men","Road",391,"Baltic Chain Tour","EE","2.2","Stage Race","2023/08/18","2023/08/20","02","161.6","Sigulda-Sigulda","Flat","            "
"746",2023,"men","Road",391,"Baltic Chain Tour","EE","2.2","Stage Race","2023/08/18","2023/08/20","03","156.5","Panevežys-Panevežys","Flat","            "
"747",2023,"men","Road",186,"Druivenkoers Overijse","BE","1.1","One Day","2023/08/19","2023/08/19","GC","","","Hilly","            "
"748",2023,"men","Road",188,"Egmont Cycling Race","BE","1.1","One Day","2023/08/20","2023/08/20","GC","","","Hilly","            "
"749",2023,"men","Road",20,"BEMER Cyclassics","DE","1.UWT","One Day","2023/08/20","2023/08/20","GC","","","Flat"," World Tour           "
"750",2023,"men","Road",44,"Tour de l'Avenir","FR","2.NC","Stage Race","2023/08/20","2023/08/27","01","142.2","Carnac-La Gacilly","Flat","            "
"751",2023,"men","Road",44,"Tour de l'Avenir","FR","2.NC","Stage Race","2023/08/20","2023/08/27","02","195","Nozay-Chinon","Flat","            "
"752",2023,"men","Road",44,"Tour de l'Avenir","FR","2.NC","Stage Race","2023/08/20","2023/08/27","05","138.3","La Tour-de-Salvagny-Lac d'Aiguebelette","Hilly","            "
"753",2023,"men","Road",44,"Tour de l'Avenir","FR","2.NC","Stage Race","2023/08/20","2023/08/27","04","133","Aigurande-Evaux-les-Bains","Hilly MTF","            "
"754",2023,"men","Road",44,"Tour de l'Avenir","FR","2.NC","Stage Race","2023/08/20","2023/08/27","03","26.5","Vatan-Issoudun | TTT","TTT","            "
"755",2023,"men","Road",44,"Tour de l'Avenir","FR","2.NC","Stage Race","2023/08/20","2023/08/27","06","65","Méribel-Col de la Loze","Mountain MTF","            "
"756",2023,"men","Road",44,"Tour de l'Avenir","FR","2.NC","Stage Race","2023/08/20","2023/08/27","09","99.6","Val-Cenis-Sainte Foy Tarentaise","Mountain MTF","            "
"757",2023,"men","Road",44,"Tour de l'Avenir","FR","2.NC","Stage Race","2023/08/20","2023/08/27","08","72","Les Karellis-Val-Cenis Col du Mont Cenis","Mountain","            "
"758",2023,"men","Road",44,"Tour de l'Avenir","FR","2.NC","Stage Race","2023/08/20","2023/08/27","07","11.1","Montricher-Albanne Les Karellis-Montricher-Albanne Les Karellis","Mountain ITT","            "
"759",2023,"men","Road",187,"Poitou-Charentes","FR","2.1","Stage Race","2023/08/22","2023/08/25","01","195.2","Confolens-Matha","Flat","            "
"760",2023,"men","Road",187,"Poitou-Charentes","FR","2.1","Stage Race","2023/08/22","2023/08/25","02","184.7","Aulnay de Saintonge-Bressuire","Flat","            "
"761",2023,"men","Road",187,"Poitou-Charentes","FR","2.1","Stage Race","2023/08/22","2023/08/25","03","93.1","Coussay-les-Bois-La Roche-Posay","Flat","            "
"762",2023,"men","Road",187,"Poitou-Charentes","FR","2.1","Stage Race","2023/08/22","2023/08/25","05","170.4","Moncoutant-Poitiers","Flat","            "
"763",2023,"men","Road",187,"Poitou-Charentes","FR","2.1","Stage Race","2023/08/22","2023/08/25","04","22.1","La Roche-Posay-La Roche-Posay","Flat ITT","            "
"764",2023,"men","Road",36,"Deutschland Tour","DE","2.Pro","Stage Race","2023/08/23","2023/08/27","03","173.8","Arnsberg-Essen","Flat","            "
"765",2023,"men","Road",36,"Deutschland Tour","DE","2.Pro","Stage Race","2023/08/23","2023/08/27","04","175.6","Hannover-Bremen","Flat","            "
"766",2023,"men","Road",36,"Deutschland Tour","DE","2.Pro","Stage Race","2023/08/23","2023/08/27","00","2.3","St.Wendel-St.Wendel","Flat ITT","            "
"767",2023,"men","Road",36,"Deutschland Tour","DE","2.Pro","Stage Race","2023/08/23","2023/08/27","01","179","St.Wendel-Merzig","Hilly","            "
"768",2023,"men","Road",36,"Deutschland Tour","DE","2.Pro","Stage Race","2023/08/23","2023/08/27","02","201.3","Kassel-Winterberg","Hilly MTF","            "
"769",2023,"men","Road",21,"Renewi Tour","NL","2.UWT","Stage Race","2023/08/23","2023/08/27","01","182.9"," Blankenberge- Ardooie","Flat"," World Tour           "
"770",2023,"men","Road",21,"Renewi Tour","NL","2.UWT","Stage Race","2023/08/23","2023/08/27","04","179.4"," Beringen- Peer","Flat"," World Tour           "
"771",2023,"men","Road",21,"Renewi Tour","NL","2.UWT","Stage Race","2023/08/23","2023/08/27","02","13.6","Sluis-Sluis","Flat ITT"," World Tour           "
"772",2023,"men","Road",21,"Renewi Tour","NL","2.UWT","Stage Race","2023/08/23","2023/08/27","05","187.3"," Riemst- Bilzen","Hilly"," World Tour           "
"773",2023,"men","Road",21,"Renewi Tour","NL","2.UWT","Stage Race","2023/08/23","2023/08/27","03","171.2"," Aalter- Gerardsbergen","Cobbles"," World Tour           "
"774",2023,"men","Road",20013,"Tour of Yigido","TR","2.2","Stage Race","2023/08/25","2023/08/27","01","7.1","Sivas-Sivas","Flat ITT","            "
"775",2023,"men","Road",20013,"Tour of Yigido","TR","2.2","Stage Race","2023/08/25","2023/08/27","02","146.2","Sivas-Sivas","Hilly","            "
"776",2023,"men","Road",20013,"Tour of Yigido","TR","2.2","Stage Race","2023/08/25","2023/08/27","03","170","Sivas-Divrigi","Mountain","            "
"777",2023,"men","Road",18956,"Tour of Kandovan","IR","1.2","One Day","2023/08/26","2023/08/26","GC","","","Mountain MTF","            "
"778",2023,"men","Road",955,"Tour of Bulgaria","BG","2.2","Stage Race","2023/08/26","2023/08/31","01","70.2","Sofia-Pirdop","Flat","            "
"779",2023,"men","Road",955,"Tour of Bulgaria","BG","2.2","Stage Race","2023/08/26","2023/08/31","04","180.5","Kazanlak-Burgas","Flat","            "
"780",2023,"men","Road",955,"Tour of Bulgaria","BG","2.2","Stage Race","2023/08/26","2023/08/31","05","114","Burgas-Sliven","Flat","            "
"781",2023,"men","Road",955,"Tour of Bulgaria","BG","2.2","Stage Race","2023/08/26","2023/08/31","00","1","Sofia-Sofia","Flat ITT","            "
"782",2023,"men","Road",955,"Tour of Bulgaria","BG","2.2","Stage Race","2023/08/26","2023/08/31","03","108.3","Troyan-Kazanlak","Hilly","            "
"783",2023,"men","Road",955,"Tour of Bulgaria","BG","2.2","Stage Race","2023/08/26","2023/08/31","06","126.4","Sliven-Shumen","Hilly MTF","            "
"784",2023,"men","Road",955,"Tour of Bulgaria","BG","2.2","Stage Race","2023/08/26","2023/08/31","02","88.9","Pirdop-Troyan","Mountain","            "
"785",2023,"men","Road",23,"Vuelta a España","ES","2.UWT","Stage Race","2023/08/26","2023/09/17","04","184.6"," Andorra la Vella-Tarragona","Flat"," World Tour  Grand Tour         "
"786",2023,"men","Road",23,"Vuelta a España","ES","2.UWT","Stage Race","2023/08/26","2023/09/17","07","200.8","Utiel-Oliva","Flat"," World Tour  Grand Tour         "
"787",2023,"men","Road",23,"Vuelta a España","ES","2.UWT","Stage Race","2023/08/26","2023/09/17","12","149.1","Ólvega-Zaragoza","Flat"," World Tour  Grand Tour         "
"788",2023,"men","Road",23,"Vuelta a España","ES","2.UWT","Stage Race","2023/08/26","2023/09/17","19","177.1","La Bañeza-Íscar","Flat"," World Tour  Grand Tour         "
"789",2023,"men","Road",23,"Vuelta a España","ES","2.UWT","Stage Race","2023/08/26","2023/09/17","21","100.3","Madrid-Madrid","Flat"," World Tour  Grand Tour         "
"790",2023,"men","Road",23,"Vuelta a España","ES","2.UWT","Stage Race","2023/08/26","2023/09/17","10","25.8","Valladolid-Valladolid","Flat ITT"," World Tour  Grand Tour         "
"791",2023,"men","Road",23,"Vuelta a España","ES","2.UWT","Stage Race","2023/08/26","2023/09/17","05","186.2","Morella-Burriana","Hilly"," World Tour  Grand Tour         "
"792",2023,"men","Road",23,"Vuelta a España","ES","2.UWT","Stage Race","2023/08/26","2023/09/17","15","158.3","Pamplona-Lekunberri","Hilly"," World Tour  Grand Tour         "
"793",2023,"men","Road",23,"Vuelta a España","ES","2.UWT","Stage Race","2023/08/26","2023/09/17","20","207.8","Manzanares El Real-Guadarrama","Hilly"," World Tour  Grand Tour         "
"794",2023,"men","Road",23,"Vuelta a España","ES","2.UWT","Stage Race","2023/08/26","2023/09/17","02","172","Mataró-Barcelona","Hilly MTF"," World Tour  Grand Tour         "
"795",2023,"men","Road",23,"Vuelta a España","ES","2.UWT","Stage Race","2023/08/26","2023/09/17","09","184.5","Cartagena-Caravaca de la Cruz","Hilly MTF"," World Tour  Grand Tour         "
"796",2023,"men","Road",23,"Vuelta a España","ES","2.UWT","Stage Race","2023/08/26","2023/09/17","11","158.2","Lerma-La Laguna Negra","Hilly MTF"," World Tour  Grand Tour         "
"797",2023,"men","Road",23,"Vuelta a España","ES","2.UWT","Stage Race","2023/08/26","2023/09/17","16","119","Liencres-Bejes","Hilly MTF"," World Tour  Grand Tour         "
"798",2023,"men","Road",23,"Vuelta a España","ES","2.UWT","Stage Race","2023/08/26","2023/09/17","01","14.8","Barcelona-Barcelona | TTT","TTT"," World Tour  Grand Tour         "
"799",2023,"men","Road",23,"Vuelta a España","ES","2.UWT","Stage Race","2023/08/26","2023/09/17","03","158.5","Súria- Arinsal","Mountain MTF"," World Tour  Grand Tour         "
"800",2023,"men","Road",23,"Vuelta a España","ES","2.UWT","Stage Race","2023/08/26","2023/09/17","06","179.4","La Vall d'Uixó-Observatorio Astrofísico de Javalambre","Mountain MTF"," World Tour  Grand Tour         "
"801",2023,"men","Road",23,"Vuelta a España","ES","2.UWT","Stage Race","2023/08/26","2023/09/17","13","134.7","Formigal- Col du Tourmalet","Mountain MTF"," World Tour  Grand Tour         "
"802",2023,"men","Road",23,"Vuelta a España","ES","2.UWT","Stage Race","2023/08/26","2023/09/17","14","156.2"," Sauveterre-de-Béarn-Larra-Belagua","Mountain MTF"," World Tour  Grand Tour         "
"803",2023,"men","Road",23,"Vuelta a España","ES","2.UWT","Stage Race","2023/08/26","2023/09/17","17","124.4","Ribadesella-Altu de L'Angliru","Mountain MTF"," World Tour  Grand Tour         "
"804",2023,"men","Road",23,"Vuelta a España","ES","2.UWT","Stage Race","2023/08/26","2023/09/17","18","176.5","Pola de Allande-La Cruz de Linares","Mountain MTF"," World Tour  Grand Tour         "
"805",2023,"men","Road",23,"Vuelta a España","ES","2.UWT","Stage Race","2023/08/26","2023/09/17","08","165","Dénia-Xorret de Catí","Mountain"," World Tour  Grand Tour         "
"806",2023,"men","Road",23,"Vuelta a España","ES","2.UWT","Stage Race","2023/08/26","2023/09/17","","-","-","Unknown"," World Tour  Grand Tour         "
"807",2023,"men","Road",8310,"Ronde van de Achterhoek","NL","1.2","One Day","2023/08/27","2023/08/27","GC","","","Flat","            "
"808",2023,"men","Road",434,"Tour of Iran","IR","2.1","Stage Race","2023/08/27","2023/08/31","01","153.8","Tabriz-Urmiae","Flat","            "
"809",2023,"men","Road",434,"Tour of Iran","IR","2.1","Stage Race","2023/08/27","2023/08/31","02","148.9","Tabriz-Jolfa","Hilly","            "
"810",2023,"men","Road",434,"Tour of Iran","IR","2.1","Stage Race","2023/08/27","2023/08/31","05","197.9","Sarein-Tabriz","Hilly MTF","            "
"811",2023,"men","Road",434,"Tour of Iran","IR","2.1","Stage Race","2023/08/27","2023/08/31","03","128.3","Jolfa-Shabestar (Benis)","Mountain","            "
"812",2023,"men","Road",434,"Tour of Iran","IR","2.1","Stage Race","2023/08/27","2023/08/31","04","193","Tabriz-Sarein","Mountain","            "
"813",2023,"men","Road",996,"Muur Classic Geraardsbergen","BE","1.2","One Day","2023/08/30","2023/08/30","GC","","","Cobbles","            "
"814",2023,"men","Road",15096,"Flanders Tomorrow Tour","BE","2.2U","Stage Race","2023/08/31","2023/09/02","01","140.2","Nieuwpoort-Nieuwpoort","Flat","            "
"815",2023,"men","Road",15096,"Flanders Tomorrow Tour","BE","2.2U","Stage Race","2023/08/31","2023/09/02","02","156.4","Poperinge-Poperinge","Flat","            "
"816",2023,"men","Road",15096,"Flanders Tomorrow Tour","BE","2.2U","Stage Race","2023/08/31","2023/09/02","04","124.9","Kortemark-Handzame","Flat","            "
"817",2023,"men","Road",15096,"Flanders Tomorrow Tour","BE","2.2U","Stage Race","2023/08/31","2023/09/02","03","12.7","Koksijde-Wulpen","Flat ITT","            "
"818",2023,"men","Road",538,"Giro della Regione Friuli","IT","2.2","Stage Race","2023/08/31","2023/09/03","01","160.3","San Giorgio di Nogaro-San Giorgio di Nogaro","Flat","            "
"819",2023,"men","Road",538,"Giro della Regione Friuli","IT","2.2","Stage Race","2023/08/31","2023/09/03","02","156.3","Rivoli di Osoppo-Colloredo di Monte Albano","Flat","            "
"820",2023,"men","Road",538,"Giro della Regione Friuli","IT","2.2","Stage Race","2023/08/31","2023/09/03","04","160.2","Sesto al Reghena-Triestie","Hilly","            "
"821",2023,"men","Road",538,"Giro della Regione Friuli","IT","2.2","Stage Race","2023/08/31","2023/09/03","03","150.2","Cordenons-Sauris di Sopra","Mountain MTF","            "
"822",2023,"men","Road",9204,"Lillehammer GP","NO","1.2","One Day","2023/09/02","2023/09/02","GC","","","Hilly MTF","            "
"823",2023,"men","Road",10675,"In the Steps of Romans","BG","2.2","Stage Race","2023/09/02","2023/09/03","01","126.5","Bansko-Razlog","Flat","            "
"824",2023,"men","Road",10675,"In the Steps of Romans","BG","2.2","Stage Race","2023/09/02","2023/09/03","02","135.6","Banya-Razlog","Flat","            "
"825",2023,"men","Road",9205,"Gylne Gutuer","NO","1.2","One Day","2023/09/03","2023/09/03","GC","","","Flat","            "
"826",2023,"men","Road",22,"Bretagne Classic","FR","1.UWT","One Day","2023/09/03","2023/09/03","GC","","","Hilly"," World Tour           "
"827",2023,"men","Road",8328,"GP Plouay Elite Open ","FR","1.2","One Day","2023/09/03","2023/09/03","GC","","","Hilly","            "
"828",2023,"men","Road",13191,"Maryland Cycling Classic","US","1.Pro","One Day","2023/09/03","2023/09/03","GC","","","Hilly","            "
"829",2023,"men","Road",45,"Tour of Britain","GB","2.Pro","Stage Race","2023/09/03","2023/09/10","02","109.9","Wrexham-Wrexham","Flat","            "
"830",2023,"men","Road",45,"Tour of Britain","GB","2.Pro","Stage Race","2023/09/03","2023/09/10","03","154.7","Goole-Beverley","Flat","            "
"831",2023,"men","Road",45,"Tour of Britain","GB","2.Pro","Stage Race","2023/09/03","2023/09/10","04","166.6","Sherwood Forest-Newark-on-Trent","Flat","            "
"832",2023,"men","Road",45,"Tour of Britain","GB","2.Pro","Stage Race","2023/09/03","2023/09/10","05","192.4","Felixstowe-Felixstowe","Flat","            "
"833",2023,"men","Road",45,"Tour of Britain","GB","2.Pro","Stage Race","2023/09/03","2023/09/10","06","146.3","Southend-on-Sea-Harlow","Flat","            "
"834",2023,"men","Road",45,"Tour of Britain","GB","2.Pro","Stage Race","2023/09/03","2023/09/10","01","163.6","Altrincham-Manchester","Hilly","            "
"835",2023,"men","Road",45,"Tour of Britain","GB","2.Pro","Stage Race","2023/09/03","2023/09/10","07","170.9","Tewkesbury-Gloucester","Hilly","            "
"836",2023,"men","Road",45,"Tour of Britain","GB","2.Pro","Stage Race","2023/09/03","2023/09/10","08","159.8","Margam-Caerphilly","Hilly","            "
"837",2023,"men","Road",9699,"Tour of Kosovo","XK","2.2","Stage Race","2023/09/07","2023/09/09","03","155.6","Hani i Elezit-Morinë","Flat","            "
"838",2023,"men","Road",9699,"Tour of Kosovo","XK","2.2","Stage Race","2023/09/07","2023/09/09","01","144.5","Lebanë-Therande","Hilly","            "
"839",2023,"men","Road",9699,"Tour of Kosovo","XK","2.2","Stage Race","2023/09/07","2023/09/09","02","144","Morinë-Hani i Elezit","Hilly","            "
"840",2023,"men","Road",401,"Okolo Jiznich Cech","CZ","2.2","Stage Race","2023/09/07","2023/09/10","01","140","Trebon-Milevsko","Flat","            "
"841",2023,"men","Road",401,"Okolo Jiznich Cech","CZ","2.2","Stage Race","2023/09/07","2023/09/10","02","137","Ceske Velenice-Studená","Flat","            "
"842",2023,"men","Road",401,"Okolo Jiznich Cech","CZ","2.2","Stage Race","2023/09/07","2023/09/10","04","161","Ceske Budejovice-Jindrichuv Hradec","Flat","            "
"843",2023,"men","Road",401,"Okolo Jiznich Cech","CZ","2.2","Stage Race","2023/09/07","2023/09/10","03","123","Cesky Krumlov-Javorník","Hilly MTF","            "
"844",2023,"men","Road",20020,"Tour of Van","TR","2.2","Stage Race","2023/09/07","2023/09/10","01","132.7","Van-Tatvan","Unknown","            "
"845",2023,"men","Road",20020,"Tour of Van","TR","2.2","Stage Race","2023/09/07","2023/09/10","02","93.1","Tatvan-Malazgirt","Unknown","            "
"846",2023,"men","Road",20020,"Tour of Van","TR","2.2","Stage Race","2023/09/07","2023/09/10","03","119.2","Malazgirt-Ercis","Unknown","            "
"847",2023,"men","Road",20020,"Tour of Van","TR","2.2","Stage Race","2023/09/07","2023/09/10","04","125","Ercis-Van","Unknown","            "
"848",2023,"men","Road",21321,"Grand Prix Boukraa","MA","1.2","One Day","2023/09/08","2023/09/08","GC","","","Flat","            "
"849",2023,"men","Road",59,"GP Québec","CA","1.UWT","One Day","2023/09/08","2023/09/08","GC","","","Hilly MTF"," World Tour           "
"850",2023,"men","Road",4048,"Tour of Poyang Lake","CN","2.2","Stage Race","2023/09/08","2023/09/12","02","111.5","Kaolin-Fuliang","Flat","            "
"851",2023,"men","Road",4048,"Tour of Poyang Lake","CN","2.2","Stage Race","2023/09/08","2023/09/12","03","151.3","Mount Longhu-Mount Longhu","Flat","            "
"852",2023,"men","Road",4048,"Tour of Poyang Lake","CN","2.2","Stage Race","2023/09/08","2023/09/12","04","108.5","Zixi-Zixi","Flat","            "
"853",2023,"men","Road",4048,"Tour of Poyang Lake","CN","2.2","Stage Race","2023/09/08","2023/09/12","01","113.7","Shangrao-Shangrao","Hilly","            "
"854",2023,"men","Road",4048,"Tour of Poyang Lake","CN","2.2","Stage Race","2023/09/08","2023/09/12","05","107.9","Wanli-Wanli","Hilly","            "
"855",2023,"men","Road",20373,"Grand Prix Es-Semara","MA","1.2","One Day","2023/09/09","2023/09/09","GC","","","Flat","            "
"856",2023,"men","Road",166,"GP de la Somme","FR","1.2","One Day","2023/09/10","2023/09/10","GC","","","Hilly","            "
"857",2023,"men","Road",21614,"Grand Prix El Marsa","MA","1.2","One Day","2023/09/10","2023/09/10","GC","","","Flat","            "
"858",2023,"men","Road",92,"GP de Fourmies","FR","1.Pro","One Day","2023/09/10","2023/09/10","GC","","","Flat","            "
"859",2023,"men","Road",58,"GP Montreal","CA","1.UWT","One Day","2023/09/10","2023/09/10","GC","","","Hilly"," World Tour           "
"860",2023,"men","Road",16578,"Tour of Salalah","OM","2.2","Stage Race","2023/09/10","2023/09/13","04","147","Ain Razat-Ittin","Flat","            "
"861",2023,"men","Road",16578,"Tour of Salalah","OM","2.2","Stage Race","2023/09/10","2023/09/13","01","123","Khor Rori-Ayn Ishat","Hilly MTF","            "
"862",2023,"men","Road",16578,"Tour of Salalah","OM","2.2","Stage Race","2023/09/10","2023/09/13","02","148","Sadah-Hajeef","Mountain MTF","            "
"863",2023,"men","Road",16578,"Tour of Salalah","OM","2.2","Stage Race","2023/09/10","2023/09/13","03","104","Al Haffa-Darbat","Mountain","            "
"864",2023,"men","Road",4025,"Giro della Toscana","IT","1.1","One Day","2023/09/13","2023/09/13","GC","","","Hilly","            "
"865",2023,"men","Road",93,"GP de Wallonie","BE","1.Pro","One Day","2023/09/13","2023/09/13","GC","","","Hilly MTF","            "
"866",2023,"men","Road",380,"Okolo Slovenska","SK","2.1","Stage Race","2023/09/13","2023/09/17","01","172.7","Kosice-Kosice","Flat","            "
"867",2023,"men","Road",380,"Okolo Slovenska","SK","2.1","Stage Race","2023/09/13","2023/09/17","02","143.9","Presov-Poprad","Flat","            "
"868",2023,"men","Road",380,"Okolo Slovenska","SK","2.1","Stage Race","2023/09/13","2023/09/17","04","149","Prievizda-Nitra","Flat","            "
"869",2023,"men","Road",380,"Okolo Slovenska","SK","2.1","Stage Race","2023/09/13","2023/09/17","03","171.6","Ruzomberok-Martin","Hilly","            "
"870",2023,"men","Road",380,"Okolo Slovenska","SK","2.1","Stage Race","2023/09/13","2023/09/17","05","183.5","Hlohovec-Puchov","Hilly","            "
"871",2023,"men","Road",160,"Coppa Sabatini","IT","1.Pro","One Day","2023/09/14","2023/09/14","GC","","","Hilly","            "
"872",2023,"men","Road",242,"Tour of Taihu Lake","CN","2.Pro","Stage Race","2023/09/14","2023/09/17","01","88.8","Wuxi-Wuxi","Flat","            "
"873",2023,"men","Road",242,"Tour of Taihu Lake","CN","2.Pro","Stage Race","2023/09/14","2023/09/17","02","127.6","Kunshan-Kunshan","Flat","            "
"874",2023,"men","Road",242,"Tour of Taihu Lake","CN","2.Pro","Stage Race","2023/09/14","2023/09/17","03","116.8","Wujiang-Wujiang","Flat","            "
"875",2023,"men","Road",242,"Tour of Taihu Lake","CN","2.Pro","Stage Race","2023/09/14","2023/09/17","04","72.4","Gaochun-Gaochun","Flat","            "
"876",2023,"men","Road",167,"Kamp. van Vlaanderen","BE","1.1","One Day","2023/09/15","2023/09/15","GC","","","Flat","            "
"877",2023,"men","Road",68,"Memorial Pantani","IT","1.1","One Day","2023/09/16","2023/09/16","GC","","","Hilly","            "
"878",2023,"men","Road",168,"SUPER 8 Classic","BE","1.Pro","One Day","2023/09/16","2023/09/16","GC","","","Hilly","            "
"879",2023,"men","Road",444,"Gooikse Pijl","BE","1.1","One Day","2023/09/17","2023/09/17","GC","","","Flat","            "
"880",2023,"men","Road",9979,"GP Rik Van Looy","BE","1.2","One Day","2023/09/17","2023/09/17","GC","","","Flat","            "
"881",2023,"men","Road",205,"Trofeo Matteotti","IT","1.1","One Day","2023/09/17","2023/09/17","GC","","","Hilly","            "
"882",2023,"men","Road",171,"GP d'Isbergues","FR","1.1","One Day","2023/09/17","2023/09/17","GC","","","Flat","            "
"883",2023,"men","Road",170,"Omloop van het Houtland","BE","1.1","One Day","2023/09/20","2023/09/20","GC","","","Flat","            "
"884",2023,"men","Road",347,"Europe ITT-U23","","CCUT","One Day","2023/09/20","2023/09/20","GC","","","Flat ITT","            "
"885",2023,"men","Road",4020,"Europe ITT","","CCTT","One Day","2023/09/20","2023/09/20","GC","","","Flat ITT","          Euro Champs  "
"886",2023,"men","Road",37,"Tour de Luxembourg","LU","2.Pro","Stage Race","2023/09/20","2023/09/24","02","183.9","Mondorf-les-Bains-Mamer","Flat","            "
"887",2023,"men","Road",37,"Tour de Luxembourg","LU","2.Pro","Stage Race","2023/09/20","2023/09/24","04","23.9","Pétange-Pétange","Flat ITT","            "
"888",2023,"men","Road",37,"Tour de Luxembourg","LU","2.Pro","Stage Race","2023/09/20","2023/09/24","01","156.4","Luxembourg-Luxembourg","Hilly","            "
"889",2023,"men","Road",37,"Tour de Luxembourg","LU","2.Pro","Stage Race","2023/09/20","2023/09/24","03","168.4","Mertert-Vianden","Hilly","            "
"890",2023,"men","Road",37,"Tour de Luxembourg","LU","2.Pro","Stage Race","2023/09/20","2023/09/24","05","177.2","Mersch-Luxembourg","Hilly","            "
"891",2023,"men","Road",12532,"Europe Mixed Relay","","CCTT","One Day","2023/09/21","2023/09/21","GC","","","TTT","            "
"892",2023,"men","Road",16539,"Tour of Binzhou","CN","2.2","Stage Race","2023/09/23","2023/09/24","01","113.1","Binzhou-Binzhou","Flat","            "
"893",2023,"men","Road",16539,"Tour of Binzhou","CN","2.2","Stage Race","2023/09/23","2023/09/24","02","221","Binzhou-Binzhou","Flat","            "
"894",2023,"men","Road",128,"Tour de Langkawi","MY","2.Pro","Stage Race","2023/09/23","2023/09/30","01","187.4","Kerteh-Kuala Terangganu","Flat","            "
"895",2023,"men","Road",128,"Tour de Langkawi","MY","2.Pro","Stage Race","2023/09/23","2023/09/30","02","186.2","Kuala Terangganu-Kota Bharu","Flat","            "
"896",2023,"men","Road",128,"Tour de Langkawi","MY","2.Pro","Stage Race","2023/09/23","2023/09/30","04","140.2","Bukit Mertajam-Meru Raya","Flat","            "
"897",2023,"men","Road",128,"Tour de Langkawi","MY","2.Pro","Stage Race","2023/09/23","2023/09/30","06","174.5","Karak-Melaka","Flat","            "
"898",2023,"men","Road",128,"Tour de Langkawi","MY","2.Pro","Stage Race","2023/09/23","2023/09/30","07","123.8","Muar-Seramban","Flat","            "
"899",2023,"men","Road",128,"Tour de Langkawi","MY","2.Pro","Stage Race","2023/09/23","2023/09/30","08","156.5","Setia Alam-Kuala Lumpur","Flat","            "
"900",2023,"men","Road",128,"Tour de Langkawi","MY","2.Pro","Stage Race","2023/09/23","2023/09/30","03","183.1","Jeli-Baling","Hilly","            "
"901",2023,"men","Road",128,"Tour de Langkawi","MY","2.Pro","Stage Race","2023/09/23","2023/09/30","05","126.4","Slim River-Genting Highlands","Mountain MTF","            "
