"","season","gender","category","first_cycling_race_id","race_name","race_nationality","uci_race_classification","stage_race_boolean","start_date","end_date","stage_number","distance","route","stage_profile_category_mapping_eng","race_tags"
"174",2023,"men","Road",132,"Tour de Taiwan","TW","2.1","Stage Race","2023/03/12","2023/03/16","03","154.5","Hshinchu-Taichung City","Hilly","            "
"175",2023,"men","Road",132,"Tour de Taiwan","TW","2.1","Stage Race","2023/03/12","2023/03/16","04","165.6","Nantou-Xianshan","Hilly","            "
"176",2023,"men","Road",132,"Tour de Taiwan","TW","2.1","Stage Race","2023/03/12","2023/03/16","05","146.4","Fo Guang-Zuoying","Hilly","            "
"177",2023,"men","Road",132,"Tour de Taiwan","TW","2.1","Stage Race","2023/03/12","2023/03/16","02","120.6","Taoyuan City-Jiobanshan Park","Mountain MTF","            "
"178",2023,"men","Road",89,"Milano - Torino","IT","1.Pro","One Day","2023/03/15","2023/03/15","GC","","","Hilly MTF","            "
"179",2023,"men","Road",122,"Nokere Koerse","BE","1.Pro","One Day","2023/03/15","2023/03/15","GC","","","Cobbles","            "
"180",2023,"men","Road",146,"GP de Denain","FR","1.Pro","One Day","2023/03/16","2023/03/16","GC","","","Flat","            "
"181",2023,"men","Road",844,"Tour of Rhodes","GR","2.2","Stage Race","2023/03/16","2023/03/19","00","3.8","Ialysos-Ialysos","Flat ITT","            "
"182",2023,"men","Road",844,"Tour of Rhodes","GR","2.2","Stage Race","2023/03/16","2023/03/19","01","138.5","Rhodes-Kalamonas","Hilly","            "
"183",2023,"men","Road",844,"Tour of Rhodes","GR","2.2","Stage Race","2023/03/16","2023/03/19","02","153.5","Rhodes-Afandou","Hilly","            "
"184",2023,"men","Road",844,"Tour of Rhodes","GR","2.2","Stage Race","2023/03/16","2023/03/19","03","150.2","Rhodes-Maritsa","Hilly","            "
"185",2023,"men","Road",8772,"GP de la Ville d'Alger","DZ","1.2","One Day","2023/03/17","2023/03/17","GC","","","Flat","            "
"186",2023,"men","Road",10673,"Youngster Coast Challenge","BE","1.2U","One Day","2023/03/17","2023/03/17","GC","","","Flat","            "
"187",2023,"men","Road",123,"Bredene Koksijde Classic","BE","1.Pro","One Day","2023/03/17","2023/03/17","GC","","","Flat","            "
"188",2023,"men","Road",124,"Classic Loire Atlantique","FR","1.1","One Day","2023/03/18","2023/03/18","GC","","","Hilly","            "
"189",2023,"men","Road",4,"Milano - Sanremo","IT","1.UWT","One Day","2023/03/18","2023/03/18","GC","","","Flat","Monument World Tour Big7          "
"190",2023,"men","Road",125,"Cholet Agglo Tour","FR","1.1","One Day","2023/03/19","2023/03/19","GC","","","Flat","            "
"191",2023,"men","Road",7004,"Classica da Arrábida","PT","1.2","One Day","2023/03/19","2023/03/19","GC","","","Hilly","            "
"192",2023,"men","Road",508,"GP Slovenian Istria","SI","1.2","One Day","2023/03/19","2023/03/19","GC","","","Flat","            "
"193",2023,"men","Road",15066,"Per Sempre Alfredo","IT","1.1","One Day","2023/03/19","2023/03/19","GC","","","Flat","            "
"194",2023,"men","Road",1194,"Popolarissima","IT","1.2","One Day","2023/03/19","2023/03/19","GC","","","Flat","            "
"195",2023,"men","Road",14,"Volta Catalunya","ES","2.UWT","Stage Race","2023/03/20","2023/03/26","04","188.2","Llívia-Sabadell","Flat"," World Tour           "
"196",2023,"men","Road",14,"Volta Catalunya","ES","2.UWT","Stage Race","2023/03/20","2023/03/26","01","164.6","Saint Feliu de Guíxols-Saint Feliu de Guíxols","Hilly"," World Tour           "
"197",2023,"men","Road",14,"Volta Catalunya","ES","2.UWT","Stage Race","2023/03/20","2023/03/26","06","183","Martorell-Molins de Rei","Hilly"," World Tour           "
"198",2023,"men","Road",14,"Volta Catalunya","ES","2.UWT","Stage Race","2023/03/20","2023/03/26","07","136","Barcelona-Barcelona","Hilly"," World Tour           "
"199",2023,"men","Road",14,"Volta Catalunya","ES","2.UWT","Stage Race","2023/03/20","2023/03/26","02","165.4","Mataró-Vallter","Mountain MTF"," World Tour           "
"200",2023,"men","Road",14,"Volta Catalunya","ES","2.UWT","Stage Race","2023/03/20","2023/03/26","03","180.6","Olost-La Molina","Mountain MTF"," World Tour           "
"201",2023,"men","Road",14,"Volta Catalunya","ES","2.UWT","Stage Race","2023/03/20","2023/03/26","05","176.6","Tortosa-Lo Port","Mountain MTF"," World Tour           "
"202",2023,"men","Road",114,"Coppi e Bartali","IT","2.1","Stage Race","2023/03/21","2023/03/25","05","18.6","Carpi-Carpi","Flat ITT","            "
"203",2023,"men","Road",114,"Coppi e Bartali","IT","2.1","Stage Race","2023/03/21","2023/03/25","01","160.4","Riccione-Riccione","Hilly","            "
"204",2023,"men","Road",114,"Coppi e Bartali","IT","2.1","Stage Race","2023/03/21","2023/03/25","03","138.7","Forlì-Forlì","Hilly","            "
"205",2023,"men","Road",114,"Coppi e Bartali","IT","2.1","Stage Race","2023/03/21","2023/03/25","04","159.9","Fiorano Modenese-Fiorano Modenese","Hilly","            "
"206",2023,"men","Road",114,"Coppi e Bartali","IT","2.1","Stage Race","2023/03/21","2023/03/25","02","171.2","Riccione-Longiano","Hilly MTF","            "
"207",2023,"men","Road",40,"Classic Brugge-De Panne","BE","1.UWT","One Day","2023/03/22","2023/03/22","GC","","","Flat"," World Tour   Cobbled Classic        "
"208",2023,"men","Road",340,"Olympia's Tour","NL","2.2","Stage Race","2023/03/22","2023/03/26","02","157.6","Assen-Assen","Flat","            "
"209",2023,"men","Road",340,"Olympia's Tour","NL","2.2","Stage Race","2023/03/22","2023/03/26","03","168.3","Gieten-Ruurlo","Flat","            "
"210",2023,"men","Road",340,"Olympia's Tour","NL","2.2","Stage Race","2023/03/22","2023/03/26","04","161.3","Neede-Tiel","Flat","            "
"211",2023,"men","Road",340,"Olympia's Tour","NL","2.2","Stage Race","2023/03/22","2023/03/26","01","9","Assen-Assen","Flat ITT","            "
"212",2023,"men","Road",340,"Olympia's Tour","NL","2.2","Stage Race","2023/03/22","2023/03/26","05","149","Beek-Beek","Hilly","            "
"213",2023,"men","Road",288,"Volta ao Alentejo","PT","2.2","Stage Race","2023/03/22","2023/03/26","01","168.8","Beja-Ourique","Flat","            "
"214",2023,"men","Road",288,"Volta ao Alentejo","PT","2.2","Stage Race","2023/03/22","2023/03/26","02","170.8","Castro Verde-Grandola","Flat","            "
"215",2023,"men","Road",288,"Volta ao Alentejo","PT","2.2","Stage Race","2023/03/22","2023/03/26","05","154.9","Monforte-Evora","Flat","            "
"216",2023,"men","Road",288,"Volta ao Alentejo","PT","2.2","Stage Race","2023/03/22","2023/03/26","03","191.4","Vendas Novas-Estremoz","Hilly","            "
"217",2023,"men","Road",288,"Volta ao Alentejo","PT","2.2","Stage Race","2023/03/22","2023/03/26","04","148.2","Crato-Castelo de Vide","Hilly MTF","            "
"218",2023,"men","Road",16527,"GP Vipava Valley","SI","1.2","One Day","2023/03/23","2023/03/23","GC","","","Hilly","            "
"219",2023,"men","Road",47,"E3 Saxo Classic","BE","1.UWT","One Day","2023/03/24","2023/03/24","GC","","","Cobbles"," World Tour   Cobbled Classic        "
"220",2023,"men","Road",937,"GP Adria Mobil","SI","1.2","One Day","2023/03/26","2023/03/26","GC","","","Hilly","            "
"221",2023,"men","Road",3999,"Gent - Wevelgem","BE","1.2U","One Day","2023/03/26","2023/03/26","GC","","","Cobbles","            "
"222",2023,"men","Road",7,"Gent - Wevelgem","BE","1.UWT","One Day","2023/03/26","2023/03/26","GC","","","Cobbles"," World Tour   Cobbled Classic        "
"223",2023,"men","Road",263,"GP Industria & Artigianato","IT","1.Pro","One Day","2023/03/26","2023/03/26","GC","","","Hilly","            "
"224",2023,"men","Road",260,"La Roue Tourangelle","FR","1.1","One Day","2023/03/26","2023/03/26","GC","","","Hilly","            "
"225",2023,"men","Road",75,"Dwars door Vlaanderen","BE","1.UWT","One Day","2023/03/29","2023/03/29","GC","","","Cobbles"," World Tour   Cobbled Classic        "
"226",2023,"men","Road",17278,"Vuelta Bantrab","GT","2.2","Stage Race","2023/03/29","2023/04/02","01","140","Guatemala-Salamá","Hilly","            "
"227",2023,"men","Road",17278,"Vuelta Bantrab","GT","2.2","Stage Race","2023/03/29","2023/04/02","02","124.5","San Miguel Chicaj-Cobán","Hilly","            "
"228",2023,"men","Road",17278,"Vuelta Bantrab","GT","2.2","Stage Race","2023/03/29","2023/04/02","03","113.5","Tactic-Guastatoya","Hilly","            "
"229",2023,"men","Road",17278,"Vuelta Bantrab","GT","2.2","Stage Race","2023/03/29","2023/04/02","04","116.5","Patalul-Tolimán","Mountain MTF","            "
"230",2023,"men","Road",17278,"Vuelta Bantrab","GT","2.2","Stage Race","2023/03/29","2023/04/02","05","119","San Juan La Laguna-Patzún","Mountain","            "
"231",2023,"men","Road",358,"Oceania ITT","","CCTT","One Day","2023/03/30","2023/03/30","GC","","","Flat ITT","            "
"232",2023,"men","Road",360,"Oceania ITT-U23","","CCUT","One Day","2023/03/30","2023/03/30","GC","","","Flat ITT","            "
"233",2023,"men","Road",134,"Route Adélie de Vitré","FR","1.1","One Day","2023/03/31","2023/03/31","GC","","","Hilly","            "
"234",2023,"men","Road",48,"GP Miguel Indurain","ES","1.Pro","One Day","2023/04/01","2023/04/01","GC","","","Hilly","            "
"235",2023,"men","Road",126,"Volta Limburg Classic","NL","1.1","One Day","2023/04/01","2023/04/01","GC","","","Hilly","            "
"236",2023,"men","Road",507,"Tour of Thailand","TH","2.1","Stage Race","2023/04/01","2023/04/06","01","119.4","Kanchanaburi-Kanchanaburi","Flat","            "
"237",2023,"men","Road",507,"Tour of Thailand","TH","2.1","Stage Race","2023/04/01","2023/04/06","02","179","Kanchanaburi-Phra Nakhon Sri Ayutthaya","Flat","            "
"238",2023,"men","Road",507,"Tour of Thailand","TH","2.1","Stage Race","2023/04/01","2023/04/06","04","203.2","Khao Yai National Park-Aranyaprathet","Flat","            "
"239",2023,"men","Road",507,"Tour of Thailand","TH","2.1","Stage Race","2023/04/01","2023/04/06","05","169","Aranyaprathet-Chanthaburi","Flat","            "
"240",2023,"men","Road",507,"Tour of Thailand","TH","2.1","Stage Race","2023/04/01","2023/04/06","06","167.3","Chanthaburi-Rayong","Flat","            "
"241",2023,"men","Road",507,"Tour of Thailand","TH","2.1","Stage Race","2023/04/01","2023/04/06","03","195","Phra Nakhon Sri Ayutthaya-Khao Yai National Park","Hilly MTF","            "
"242",2023,"men","Road",297,"Trofeo PIVA","IT","1.2U","One Day","2023/04/02","2023/04/02","GC","","","Hilly","            "
"243",2023,"men","Road",5,"Ronde van Vlaanderen","BE","1.UWT","One Day","2023/04/02","2023/04/02","GC","","","Cobbles","Monument World Tour Big7  Cobbled Classic        "
"244",2023,"men","Road",6,"Itzulia Basque Country","ES","2.UWT","Stage Race","2023/04/03","2023/04/08","01","165.4","Vitoria-Gasteiz-Labastida","Flat"," World Tour           "
"245",2023,"men","Road",6,"Itzulia Basque Country","ES","2.UWT","Stage Race","2023/04/03","2023/04/08","02","193.8","Viana-Leitza","Hilly"," World Tour           "
"246",2023,"men","Road",6,"Itzulia Basque Country","ES","2.UWT","Stage Race","2023/04/03","2023/04/08","04","175.7","Santurizi-Santurizi","Hilly"," World Tour           "
"247",2023,"men","Road",6,"Itzulia Basque Country","ES","2.UWT","Stage Race","2023/04/03","2023/04/08","05","164.5","Amorebieta-Etxano-Amorebieta-Etxano","Hilly"," World Tour           "
"248",2023,"men","Road",6,"Itzulia Basque Country","ES","2.UWT","Stage Race","2023/04/03","2023/04/08","03","162.2","Errenteria-Amasa-Villabona","Hilly MTF"," World Tour           "
"249",2023,"men","Road",6,"Itzulia Basque Country","ES","2.UWT","Stage Race","2023/04/03","2023/04/08","06","137.8","Eibar-Eibar","Mountain"," World Tour           "
"250",2023,"men","Road",217,"Pays de la Loire Tour","FR","2.1","Stage Race","2023/04/04","2023/04/07","01","162.1","St-Nazaire-St-Gilles-Croix-de-Vie","Flat","            "
"251",2023,"men","Road",217,"Pays de la Loire Tour","FR","2.1","Stage Race","2023/04/04","2023/04/07","02","169.4","Clisson-Le Lion d'Angers","Flat","            "
"252",2023,"men","Road",217,"Pays de la Loire Tour","FR","2.1","Stage Race","2023/04/04","2023/04/07","03","197.1","Baugé-en-Anjou-Mayenne","Hilly","            "
"253",2023,"men","Road",217,"Pays de la Loire Tour","FR","2.1","Stage Race","2023/04/04","2023/04/07","04","177.8","Sablé-sur-Sarthe-Le Mans","Hilly","            "
"254",2023,"men","Road",56,"Scheldeprijs","BE","1.Pro","One Day","2023/04/05","2023/04/05","GC","","","Flat","    Cobbled Classic        "
"255",2023,"men","Road",293,"Circuit des Ardennes","FR","2.2","Stage Race","2023/04/06","2023/04/09","01","89.6","Nouvion-sur-Meuse-Sedan","Hilly","            "
"256",2023,"men","Road",293,"Circuit des Ardennes","FR","2.2","Stage Race","2023/04/06","2023/04/09","02","185.6","Renneville-Gruyères","Hilly","            "
"257",2023,"men","Road",293,"Circuit des Ardennes","FR","2.2","Stage Race","2023/04/06","2023/04/09","03","169.6","Chooz-Haybes","Hilly","            "
"258",2023,"men","Road",293,"Circuit des Ardennes","FR","2.2","Stage Race","2023/04/06","2023/04/09","04","136.7","Bazeilles-Charleville-Mézières","Hilly","            "
"259",2023,"men","Road",8,"Paris-Roubaix","FR","1.UWT","One Day","2023/04/09","2023/04/09","GC","","","Cobbles","Monument World Tour Big7  Cobbled Classic        "
"260",2023,"men","Road",295,"Giro del Belvedere","IT","1.2U","One Day","2023/04/10","2023/04/10","GC","","","Hilly","            "
"261",2023,"men","Road",296,"GP Palio del Recioto","IT","1.2U","One Day","2023/04/11","2023/04/11","GC","","","Hilly","            "
"262",2023,"men","Road",145,"Paris - Camembert","FR","1.1","One Day","2023/04/11","2023/04/11","GC","","","Flat","            "
"263",2023,"men","Road",11248,"Giro di Sicilia","IT","2.1","Stage Race","2023/04/11","2023/04/14","02","193","Canicattì-Vittoria","Flat","            "
"264",2023,"men","Road",11248,"Giro di Sicilia","IT","2.1","Stage Race","2023/04/11","2023/04/14","01","159","Marsala-Agrigento","Hilly MTF","            "
"265",2023,"men","Road",11248,"Giro di Sicilia","IT","2.1","Stage Race","2023/04/11","2023/04/14","03","150","Enna-Termini Imerse","Hilly MTF","            "
"266",2023,"men","Road",11248,"Giro di Sicilia","IT","2.1","Stage Race","2023/04/11","2023/04/14","04","216","Barcellona Pozzo di Gotto-Giarre","Mountain MTF","            "
"267",2023,"men","Road",77,"Brabantse Pijl","BE","1.Pro","One Day","2023/04/12","2023/04/12","GC","","","Hilly","            "
"268",2023,"men","Road",294,"Tour du Loir-et-Cher","FR","2.2","Stage Race","2023/04/12","2023/04/16","01","146","Blois-Chailles","Flat","            "
"269",2023,"men","Road",294,"Tour du Loir-et-Cher","FR","2.2","Stage Race","2023/04/12","2023/04/16","02","166.5","Sassay-Selommes","Flat","            "
"270",2023,"men","Road",294,"Tour du Loir-et-Cher","FR","2.2","Stage Race","2023/04/12","2023/04/16","04","197","Vernou-en-Sologne-Vernou-en-Sologne","Flat","            "
"271",2023,"men","Road",294,"Tour du Loir-et-Cher","FR","2.2","Stage Race","2023/04/12","2023/04/16","05","97.5","Blois-Blois","Flat","            "
"272",2023,"men","Road",294,"Tour du Loir-et-Cher","FR","2.2","Stage Race","2023/04/12","2023/04/16","03","178","Fréteval-Vendôme","Hilly","            "
"273",2023,"men","Road",1029,"Central American Championship ITT","","1.2","One Day","2023/04/14","2023/04/14","GC","","","Flat ITT","            "
"274",2023,"men","Road",14584,"Central American Championship ITT-U23","","1.2U","One Day","2023/04/14","2023/04/14","GC","","","Flat ITT","            "
"275",2023,"men","Road",15075,"Classic Grand Besançon Doubs","FR","1.1","One Day","2023/04/14","2023/04/14","GC","","","Hilly","            "
"276",2023,"men","Road",428,"Arno Wallaard Mem.","NL","1.2","One Day","2023/04/15","2023/04/15","GC","","","Flat","            "
"277",2023,"men","Road",1285,"Tour du Jura","FR","1.1","One Day","2023/04/15","2023/04/15","GC","","","Hilly","            "
"278",2023,"men","Road",42,"LBL Espoirs","BE","1.2U","One Day","2023/04/15","2023/04/15","GC","","","Hilly","            "
"279",2023,"men","Road",318,"Tr. S. Vendemiano","IT","1.2U","One Day","2023/04/16","2023/04/16","GC","","","Hilly","            "
"280",2023,"men","Road",9,"Amstel Gold Race","NL","1.UWT","One Day","2023/04/16","2023/04/16","GC","","","Hilly"," World Tour    Ardennes       "
"281",2023,"men","Road",162,"Tour du Doubs","FR","1.1","One Day","2023/04/16","2023/04/16","GC","","","Hilly","            "
"282",2023,"men","Road",108,"Giro Reggio Calabria","IT","1.1","One Day","2023/04/16","2023/04/16","GC","","","Hilly","            "
"283",2023,"men","Road",62,"Tour of the Alps","IT","2.Pro","Stage Race","2023/04/17","2023/04/21","04","152.9","Rovereto-Predazzo","Hilly","            "
"284",2023,"men","Road",62,"Tour of the Alps","IT","2.Pro","Stage Race","2023/04/17","2023/04/21","05","144.5","Cavalese-Brunico","Hilly","            "
"285",2023,"men","Road",62,"Tour of the Alps","IT","2.Pro","Stage Race","2023/04/17","2023/04/21","01","127.5","Rattenberg-Alpbach","Hilly MTF","            "
"286",2023,"men","Road",62,"Tour of the Alps","IT","2.Pro","Stage Race","2023/04/17","2023/04/21","02","165.2","Reith im Alpbachtal-Ritten","Mountain MTF","            "
"287",2023,"men","Road",62,"Tour of the Alps","IT","2.Pro","Stage Race","2023/04/17","2023/04/21","03","162.5","Ritten-Brentonico San Valentino","Mountain MTF","            "
"288",2023,"men","Road",367,"Pan-America ITT","","CCTT","One Day","2023/04/19","2023/04/19","GC","","","Flat ITT","            "
"289",2023,"men","Road",368,"Pan-America ITT-U23","","CCUT","One Day","2023/04/19","2023/04/19","GC","","","Flat ITT","            "
"290",2023,"men","Road",10,"La Flèche Wallonne","BE","1.UWT","One Day","2023/04/19","2023/04/19","GC","","","Hilly MTF"," World Tour    Ardennes       "
"291",2023,"men","Road",9018,"Belgrade Banjaluka","BA","2.2","Stage Race","2023/04/19","2023/04/22","01","147.9","Beograd-Bijeljina","Flat","            "
