season,team_id,team_name,uci_division
2023,36409,Entente Corrèze Espoirs,Men's Junior
2023,33578,Entente Cycliste de Wallonie,Men's Junior
2023,38532,Entente Reunion,Men's Junior
2023,33697,EOLO-KOMETA U23,Men's Junior
2023,35050,EPM-Go Rigo Go,Men's Junior
2023,36723,EQADS,Men's Junior
2023,34938,Equipe Goa,Men's Junior
2023,39203,Equipe Sttugart-Vaihingen,Men's Junior
2023,38565,Equipe Studio Velo,Men's Junior
2023,37546,Equipe Stuttgart-Vaihingen,Men's Junior
2023,38069,Equipe Tyran,Men's Junior
2023,34335,Equipo Cortizo,Men's Junior
2023,33745,Equipo Essax,Men's Junior
2023,34359,Equipo Finisher,Men's Junior
2023,38768,Equipo Libre,Men's Junior
2023,39208,eRacingTV CC,Men's Junior
2023,37789,ERT Cycling Team,Men's Junior
2023,37196,ES Auneau Cyclisme,Men's Junior
2023,37640,ES Caen,Men's Junior
2023,33076,ES Torigni,Men's Junior
2023,37175,Es Xebel-li,Men's Junior
2023,36374,ESBC,Men's Junior
2023,39369,Esbjerg Cykle Ring Sport af 1919,Men's Junior
2023,34802,Escuela Ciclismo Coronel,Men's Junior
2023,34692,Escuela de Ciclismo Payaso Valdez,Men's Junior
2023,34878,ESEG Douai,Men's Junior
2023,36259,Esetec-Ricardo Fuentes,Men's Junior
2023,36640,Eshmun Sport Clinic,Men's Junior
2023,35625,Espoir du Sud,Men's Junior
2023,38352,Espoirs Premier Tech,Men's Junior
2023,38075,Espoirs Quilicot,Men's Junior
2023,36377,ETOIL,Men's Junior
2023,39258,ETP Cycling,Men's Junior
2023,34354,Etruria Team Sestese,Men's Junior
2023,36855,Eumseong gu Office,Men's Junior
2023,38281,Euro-Sports,Men's Junior
2023,34865,Euro-Works Racing,Men's Junior
2023,38134,Evelo Team,Men's Junior
2023,38555,Evolution Cycling Academy,Men's Junior
2023,37264,Excel.Gabes,Men's Junior
2023,36876,Excellent Noodles,Men's Junior
2023,33560,Excelsior,Men's Junior
2023,36581,Expeditors Elite CT,Men's Junior
2023,40331,Explora Sports CT,Men's Junior
2023,34868,Express Cars-C.C.Crevillent,Men's Junior
2023,37399,Extended Vax Sayama,Men's Junior
2023,38067,Extreme Tsukuba,Men's Junior
2023,36726,F(t) Kirinzan Racing,Men's Junior
2023,40280,F.Algeria Cy.,Men's Junior
2023,36699,F.D.Azuay,Men's Junior
2023,38504,Fabici-Construzea,Men's Junior
2023,34151,Fagan Motors CT,Men's Junior
2023,38948,Fakelai,Men's Junior
2023,38753,Famiglia Giordano SE,Men's Junior
2023,38488,Famiglia Squadra PT,Men's Junior
2023,38171,Fana IL Sykkel,Men's Junior
2023,34894,FAS Electricidad-Madedera Lopez,Men's Junior
2023,37836,FAST LANE Racing,Men's Junior
2023,37374,Faucon Flacq SC-KFC,Men's Junior
2023,38500,FC Lexxi Speedbike,Men's Junior
2023,39206,FC St.Pauli,Men's Junior
2023,36829,Fed.Durazno,Men's Junior
2023,36989,Fenix,Men's Junior
2023,39705,Feras de Maiombe,Men's Junior
2023,39282,Ferdi Bursa,Men's Junior
2023,39283,Ferdi Denizli,Men's Junior
2023,39285,Ferdi Izmir,Men's Junior
2023,39286,Ferdi Manisa,Men's Junior
2023,39287,Ferdi Mugla,Men's Junior
2023,37637,Ferei-CCN Metalac,Men's Junior
2023,39809,Feria Expo Verde Comp.,Men's Junior
2023,39300,Fernando Torres Probikes,Men's Junior
2023,34743,Fiets,Men's Junior
2023,38626,Fietsen Tempo,Men's Junior
2023,38978,Fina Arroz-Multimarcas Sport,Men's Junior
2023,36496,First Internet Bank CT,Men's Junior
2023,39257,Fitt Insider,Men's Junior
2023,38505,Flejes Bomelo,Men's Junior
2023,35928,FLM Black,Men's Junior
2023,37641,FMD Rio do Sul-Royal Ciclo-Dalthon,Men's Junior
2023,38616,Folkestone VC,Men's Junior
2023,38164,Follo SK,Men's Junior
2023,34651,Fonte Nova - Felgueiras,Men's Junior
2023,36613,Foran CCC,Men's Junior
2023,36924,FORCE,Men's Junior
2023,39053,Fortius,Men's Junior
2023,38840,Fortuna Tredici,Men's Junior
2023,36595,Fount Cycling Guild,Men's Junior
2023,34630,Four Masters CC,Men's Junior
2023,39028,Fournier-Giant-GDL,Men's Junior
2023,37752,Foyle CC,Men's Junior
2023,38618,Frankfurter RC 90,Men's Junior
2023,38330,Fratelli RT,Men's Junior
2023,37903,Frederiksberg Bane-&amp; Landevejsklub,Men's Junior
2023,38152,Frederikshøj Cycling Club,Men's Junior
2023,38333,Freundeskreis Uphill,Men's Junior
2023,36543,Fronterizos Huehue,Men's Junior
2023,39302,Frutas y Frutillas de Zamora Aquiles,Men's Junior
2023,34617,Fuerza Activa,Men's Junior
2023,35049,Fuerzas Armadas,Men's Junior
2023,36542,Fuerzas del Sur-Rest.La Luna,Men's Junior
2023,37129,Fukuoka University,Men's Junior
2023,37732,Fund.Jarlison Pantano,Men's Junior
2023,34199,Fundacion Angeles Hernandez,Men's Junior
2023,38574,Fundación Depormundo,Men's Junior
2023,34614,Fundación Emanuel Saldaño,Men's Junior
2023,37409,Fundesport Araraquara,Men's Junior
2023,37144,Futura Team Rosini,Men's Junior
2023,36094,Futuro Sport,Men's Junior
2023,34713,G-Flow,Men's Junior
2023,35614,G.C.Sissio Team,Men's Junior
2023,36099,G.E.Es Port,Men's Junior
2023,33679,G.S.Mastromarco-Sensi-FC Nibali,Men's Junior
2023,38291,G.S.Mossa,Men's Junior
2023,38379,G.S.Positivo,Men's Junior
2023,36776,Gakushuin University,Men's Junior
2023,34637,Galway Bay CC,Men's Junior
2023,36629,Gauteng,Men's Junior
2023,38446,GCC-Royal City Racing,Men's Junior
2023,37785,GDS Team Competition,Men's Junior
2023,34786,Geelong Cycling Club,Men's Junior
2023,38297,Gene Jhonson CT,Men's Junior
2023,37424,GFTL,Men's Junior
2023,39056,Gianni Bailon,Men's Junior
2023,37268,Giant,Men's Junior
2023,38343,Giant Kendal Sidas,Men's Junior
2023,38026,GIF-Chebici,Men's Junior
2023,34697,Giomi,Men's Junior
2023,39774,Girardot,Men's Junior
2023,37782,Girona Racing Academy,Men's Junior
2023,37314,GKS Cartusia W Kartuzach Bike Atelier,Men's Junior
2023,36838,Glas Casa Real-Campos de Solana,Men's Junior
2023,37716,Global Cycling Team,Men's Junior
2023,37795,Glåmdal SK,Men's Junior
2023,36574,Go Fast Incycle,Men's Junior
2023,35053,Go Racing Al Ghariya,Men's Junior
2023,34831,Gob.Trujillo,Men's Junior
2023,34726,Gobik Factory Team,Men's Junior
2023,37802,Goeman Scott Cycling Team,Men's Junior
2023,34856,Gold Coast CC,Men's Junior
2023,37280,Golden C.C.,Men's Junior
2023,38350,Golden Racing Project,Men's Junior
2023,37212,Golden Wheels,Men's Junior
2023,38136,Goldingen CC,Men's Junior
2023,34098,Gomur-Cantabria Infinita,Men's Junior
2023,37315,Good Guys Racing,Men's Junior
2023,36594,Good Life Racing,Men's Junior
2023,36454,Gozo CC,Men's Junior
2023,36175,Gragnano Sporting Club,Men's Junior
2023,38493,Gran Canaria Skoda-Bike Team,Men's Junior
2023,34869,Granja Rinya-GSport,Men's Junior
2023,39685,Gravel-Bel,Men's Junior
2023,36821,GRC Jan Van Arckel,Men's Junior
2023,37922,Greeen Lights Racing Team,Men's Junior
2023,38607,Green Line Velo driven by Zipcar,Men's Junior
2023,36652,Green Monkey,Men's Junior
2023,37565,Green Riders,Men's Junior
2023,34627,Greenmount Cycling Academy,Men's Junior
2023,34594,Gremios por el Deporte Cutral Co.,Men's Junior
2023,38174,Grenland SK,Men's Junior
2023,33573,Grenoble Métropole Cyclisme 38,Men's Junior
2023,37630,Grinta,Men's Junior
2023,37928,GROWING Racing Team,Men's Junior
2023,37345,GRTC Excelsior,Men's Junior
2023,38237,Grupa Kolarska Gliwice,Men's Junior
2023,33156,Grupo Eulen-NUUK,Men's Junior
2023,39522,Grupo Grec Choluteca,Men's Junior
2023,34102,Grupo Intxausti,Men's Junior
2023,35083,Grupo Nexta,Men's Junior
2023,38628,GS Metro,Men's Junior
2023,34731,GSB Dong Nai,Men's Junior
2023,33013,GSC Blagnac Vélo Sport 31,Men's Junior
2023,39343,Gsport Cycling Club,Men's Junior
2023,34685,GSport-Alma Wagen,Men's Junior
2023,36878,Guantanamo,Men's Junior
2023,39385,Guasave,Men's Junior
2023,37346,Guernsey Velo Club,Men's Junior
2023,38423,Guerrero de Dios-Delta Amacuro,Men's Junior
2023,37825,Gufo Cycle Works,Men's Junior
2023,32988,Guidon Chalettois,Men's Junior
2023,39040,Guidon Crochu Veigne,Men's Junior
2023,37364,Guidon Decazevillois,Men's Junior
2023,40420,Guidon Machecoulais,Men's Junior
2023,36865,Guidon Sprinter Canalien Cycling Team,Men's Junior
2023,36565,Guillotine Cycling,Men's Junior
2023,34939,Gujarat,Men's Junior
2023,38036,Gunma Grifin Elite,Men's Junior
2023,34923,Gunma Grifin Racing Team,Men's Junior
2023,39335,Gusto-Superteam Cycling Team,Men's Junior
2023,35060,GW Shimano-Panamerica,Men's Junior
2023,37222,Gwada Bikers 118,Men's Junior
2023,38904,Gwardia Katowice,Men's Junior
2023,37808,H.H.C,Men's Junior
2023,38804,H.Proodos ASN Boutza,Men's Junior
2023,37884,Ha Noi,Men's Junior
2023,38082,Hachinohe Gakuin University,Men's Junior
2023,39445,Hachioji Soshi High School,Men's Junior
2023,37835,haco,Men's Junior
2023,36994,Haiti,Men's Junior
2023,38168,Halden CK,Men's Junior
2023,36446,Halesowen A &amp; CC,Men's Junior
2023,38450,Hamakan Flexurat,Men's Junior
2023,34749,Hamilton Wheelers CC,Men's Junior
2023,37263,Hammamet Velo,Men's Junior
2023,38807,Handke Brunnenbau Cycling Team,Men's Junior
2023,38361,Harbuger RG,Men's Junior
2023,37584,Harburger Radsportgemeinschaft,Men's Junior
2023,36801,Harps CC,Men's Junior
2023,38685,Harry Middleton CC,Men's Junior
2023,38385,Hart Performance Coaching,Men's Junior
2023,34951,Haryana,Men's Junior
2023,37020,Hassania Guercif,Men's Junior
2023,38140,Hawaii Express,Men's Junior
2023,34735,Hawthorn Cycling Club,Men's Junior
2023,36961,Hayasaka Cycle Racing Team,Men's Junior
2023,38556,Heatwave CC,Men's Junior
2023,39266,Heilongjiang,Men's Junior
2023,37503,Heizomat Rad-Net.de,Men's Junior
2023,38201,Hello CTW,Men's Junior
2023,34373,Hemon Dev.Team,Men's Junior
2023,37165,Hemus 1896,Men's Junior
2023,39268,Henan,Men's Junior
2023,37758,Hernandarias CC,Men's Junior
2023,37706,Herrera,Men's Junior
2023,36990,Herrera Sport Ropa Deportiva,Men's Junior
2023,37541,Hessen - Frankfurt - Opelit,Men's Junior
2023,38110,Hew Racing Team,Men's Junior
2023,36641,Hewdog Racing,Men's Junior
2023,32930,Hexagone-Corbas Lyon Métropole,Men's Junior
2023,38310,HFR,Men's Junior
2023,39375,High Ambition,Men's Junior
2023,34361,High Level-GSport,Men's Junior
2023,37303,Hilltop,Men's Junior
2023,34958,Himachal Pradesh,Men's Junior
2023,39739,Hino Motors Racing Team,Men's Junior
2023,34909,Hino-One-La Red-Tigo-Suzuki,Men's Junior
2023,36364,HIR Schuttrange,Men's Junior
2023,37819,HIRAKO.mode,Men's Junior
2023,38013,Hiroshima Technical High School,Men's Junior
2023,36780,Hitotsubashi University,Men's Junior
2023,34920,Hodaka Factory Racing,Men's Junior
2023,37841,Hodogaya High School,Men's Junior
2023,37040,Hokkaido Ishikari Minami High School,Men's Junior
2023,36600,Holguin,Men's Junior
2023,40243,Holmes Solutions,Men's Junior
2023,38063,Honda Tochigi,Men's Junior
2023,37369,Honeycomb Bee,Men's Junior
2023,37799,Hoornse Ren en Toerclub,Men's Junior
2023,36996,HopFly Racing,Men's Junior
2023,37236,Horizon Montluçon,Men's Junior
2023,36772,Hosei University,Men's Junior
2023,35526,Hostal Latorre-Ederlan,Men's Junior
2023,39220,Houttec Cycling Team,Men's Junior
2023,37591,HRC Hannover,Men's Junior
2023,36858,HRMB,Men's Junior
2023,34695,Hualilan,Men's Junior
2023,39714,Huambo,Men's Junior
2023,33579,Hubo-Remotive Cycling Team,Men's Junior
2023,36117,Huesca la Magia-Renault,Men's Junior
2023,38625,Huub Wattshop,Men's Junior
2023,37750,HYF Ropa Deportiva,Men's Junior
2023,37286,IAF C.C.,Men's Junior
2023,37977,IBD Cycling,Men's Junior
2023,38283,Ibike,Men's Junior
2023,34372,IBuilt Racing,Men's Junior
2023,34668,Ibuilt Racing,Men's Junior
2023,38169,IF Frøy Sykkel,Men's Junior
2023,38159,IF Mantra Sport,Men's Junior
2023,34599,Igname Shinano Yamagata,Men's Junior
2023,37713,IHC pb Harriston,Men's Junior
2023,34684,Ijes Solar-High Level,Men's Junior
2023,38055,IK Hero,Men's Junior
2023,38836,Il gatto di Hiko,Men's Junior
2023,39284,Il Genclick SK,Men's Junior
2023,37478,IL Stjørdals-Blink,Men's Junior
2023,36277,Ilerllengues CT,Men's Junior
2023,34819,Illawarra,Men's Junior
2023,36694,Imani´s Team,Men's Junior
2023,38853,IME Racing,Men's Junior
2023,34742,Inagi Fiets Classact,Men's Junior
2023,39533,Incorp-Curitiba,Men's Junior
2023,37102,Ind-Belgie,Men's Junior
2023,36842,Ind-Bol,Men's Junior
2023,38845,Ind-Bosnia,Men's Junior
2023,38848,Ind-BUL,Men's Junior
2023,38269,Ind-CAN,Men's Junior
2023,38770,Ind-CRC,Men's Junior
2023,38231,Ind-Cro,Men's Junior
2023,38197,Ind-Cze,Men's Junior
2023,38151,Ind-Denmark,Men's Junior
2023,36803,Ind-Ecu,Men's Junior
2023,38696,Ind-Est,Men's Junior
2023,39017,Ind-GBR,Men's Junior
2023,37592,Ind-Ger,Men's Junior
2023,36549,Ind-Gua,Men's Junior
2023,40324,Ind-Hkong,Men's Junior
2023,38697,Ind-HON,Men's Junior
2023,38240,Ind-Hun,Men's Junior
2023,38422,Ind-IRL,Men's Junior
2023,37788,Ind-Ita,Men's Junior
2023,40276,Ind-Kenya,Men's Junior
2023,38730,Ind-Lat,Men's Junior
2023,38942,Ind-Latvia,Men's Junior
2023,38731,Ind-Lit,Men's Junior
2023,38251,Ind-Lux,Men's Junior
2023,39047,Ind-Mex,Men's Junior
2023,37170,Ind-Ned,Men's Junior
2023,37530,Ind-Nica,Men's Junior
2023,38170,Ind-Nor,Men's Junior
2023,36657,Ind-Nze,Men's Junior
2023,37709,Ind-Pan,Men's Junior
2023,38725,Ind-PAR,Men's Junior
2023,38234,Ind-Pol,Men's Junior
2023,38526,Ind-Por,Men's Junior
2023,38223,Ind-Rom,Men's Junior
2023,38864,Ind-Rum,Men's Junior
2023,36177,Ind-Rwan,Men's Junior
2023,38230,Ind-Slove,Men's Junior
2023,37458,Ind-Spain,Men's Junior
2023,38994,Ind-Sucre,Men's Junior
2023,38205,Ind-Svk,Men's Junior
2023,38161,Ind-Sweden,Men's Junior
2023,36271,Ind-Valle,Men's Junior
2023,37644,Indaiatuba Cycle Team,Men's Junior
2023,40327,Infinite CT,Men's Junior
2023,34803,Infinity Bikes,Men's Junior
2023,37917,Infinity Style,Men's Junior
2023,37095,Inflite Dynamic Rides Race Team,Men's Junior
2023,36379,Ingenieria de Vias,Men's Junior
2023,39333,Innovabikes Team,Men's Junior
2023,34639,Inspired Cycling,Men's Junior
2023,38541,Inte Bara Post RT,Men's Junior
2023,36980,Inteja Imca-Ridea DCT,Men's Junior
2023,38960,Inv.LIman Bicimotos,Men's Junior
2023,38465,Inviktabike  Team-Novi Sad,Men's Junior
2023,38249,Inviktus,Men's Junior
2023,36627,Iowa Latino-Bic.Addict,Men's Junior
2023,38338,Irbek,Men's Junior
2023,33574,Isatis Cycling Team,Men's Junior
2023,35414,ISB-Erbos Bikes,Men's Junior
2023,35042,iSpeed Racing,Men's Junior
2023,38972,Israel Go Pro,Men's Junior
2023,33400,Issoire Cyclisme Compétition,Men's Junior
2023,36391,Itaca-Cobelen,Men's Junior
2023,37663,ITC Cycling Team,Men's Junior
2023,34152,ITM Cycling,Men's Junior
2023,34857,Iwaishokai Racing,Men's Junior
2023,36857,J.C.Azzaba,Men's Junior
2023,40347,J.G.Pedal Fibra,Men's Junior
2023,36864,Jabo Cycling Club,Men's Junior
2023,37611,Jagafa,Men's Junior
2023,39700,Jair Transporte,Men's Junior
2023,36691,Jam Rod,Men's Junior
2023,34934,Jammu Kashmir,Men's Junior
2023,34916,Japan Deaf Cycling Association,Men's Junior
2023,36107,Java-Inovotec,Men's Junior
2023,38502,JB Ropa Deportiva,Men's Junior
2023,36991,JBCalzado PowerArroz Zulia,Men's Junior
2023,38238,JBG2-Cryospace,Men's Junior
2023,39862,JC Competici?n,Men's Junior
2023,36849,JDT Cycling Team,Men's Junior
2023,38844,Jedintsvo-Tuzla,Men's Junior
2023,38348,Jegg-DJR Academy,Men's Junior
2023,36819,Jegg-DJR Academy,Men's Junior
2023,34883,Jeunesse Cycliste 231,Men's Junior
2023,36863,Jeunesse Cycliste Abymes,Men's Junior
2023,34956,Jharkhand,Men's Junior
2023,37914,JIN CYCLING TEAM,Men's Junior
2023,38675,Joensuun Pyöräilijät,Men's Junior
2023,38449,Johasan Motos,Men's Junior
2023,36822,John Deere Cycling Team - NWVG,Men's Junior
2023,39127,John Saey Cycling Team,Men's Junior
2023,39537,Joinville Ciclismo,Men's Junior
2023,36700,Jonathan Narvaez SF,Men's Junior
2023,37210,Jonge Rakkers Vollezele,Men's Junior
2023,34656,Jons Drogheda Wheelers,Men's Junior
2023,34804,Jotabike,Men's Junior
2023,37010,Joyerias Meza,Men's Junior
2023,37412,JoyRiders,Men's Junior
2023,39314,JP Cycling Team,Men's Junior
2023,36901,JRG-Urkia MTB Team,Men's Junior
2023,38801,Juan Giner-Ulevel-Vitaldinsport,Men's Junior
2023,38764,Jukebox-ENVE,Men's Junior
2023,36762,Juntendo University,Men's Junior
2023,37039,Juquilita CT,Men's Junior
2023,39058,Jura Cyclisme,Men's Junior
2023,37978,Jurvan Voima,Men's Junior
2023,38780,Jwaneng CC,Men's Junior
2023,38033,Järvenpään Pyöräilijät,Men's Junior
2023,38158,Jönköpings CK,Men's Junior
2023,38714,K.K.Gorje,Men's Junior
2023,38755,K.K.Vereya,Men's Junior
2023,37282,Kadirana CC,Men's Junior
2023,38787,Kaieteur Attack Racing,Men's Junior
2023,38936,Kainuun Pyöräilijät,Men's Junior
2023,36242,Kalas-Motip RT,Men's Junior
2023,39706,Kambas do Pedal de Luanda,Men's Junior
2023,37259,Kamen Team,Men's Junior
2023,36783,Kanagawa University,Men's Junior
2023,36792,Kansai University,Men's Junior
2023,34940,Karnataka,Men's Junior
2023,37844,Karongi Vision SC,Men's Junior
2023,36067,Karya GSK,Men's Junior
2023,37283,Katana Freedom,Men's Junior
2023,36977,Katasei Compagno,Men's Junior
2023,38954,Kauno SM Gaja,Men's Junior
2023,36309,Kawkab A.C.Marrakech,Men's Junior
2023,36176,Kayonza Young Stars CT,Men's Junior
2023,35084,Kaze Factory Racing,Men's Junior
2023,39716,KB Zango3,Men's Junior
2023,39014,KC Dardania,Men's Junior
2023,39015,Kc Gjakova,Men's Junior
2023,37691,KC Kastrioti Ferizaj,Men's Junior
2023,39016,KC Lepenci,Men's Junior
2023,39013,KÇ Prizreni,Men's Junior
2023,39012,KC Trepça,Men's Junior
2023,39011,KC Vjosa,Men's Junior
2023,37209,KD Bikes Cycling Team,Men's Junior
2023,34784,KDM-Pack Cycling Team,Men's Junior
2023,37549,KED- Stevens Radteam Berlin,Men's Junior
2023,36763,Keio University,Men's Junior
2023,36582,Kelly Benefit Strategies Elite,Men's Junior
2023,37885,Kenda Dong Nai,Men's Junior
2023,36310,Kenitra ACC,Men's Junior
2023,38619,Kenyan Riders,Men's Junior
2023,34953,Kerala,Men's Junior
2023,36939,Keystone Racing pb Lupine,Men's Junior
2023,36931,KFC Evolution,Men's Junior
2023,38188,Khabarovsk,Men's Junior
2023,38006,Kiclos Brest Métropole Cyclisme,Men's Junior
2023,37328,Kieler RV,Men's Junior
2023,36104,Kigali CC,Men's Junior
2023,38701,Kildare C.C,Men's Junior
2023,34654,Killarney CC,Men's Junior
2023,37926,Kinan AACA,Men's Junior
2023,37203,Kinetic Cycling Club,Men's Junior
2023,37247,Kingston Wheelers,Men's Junior
2023,36794,Kinki University,Men's Junior
2023,34652,Kinning Cycles,Men's Junior
2023,37956,Kitakuwada High School,Men's Junior
2023,34099,Kiwi Atlántico - Cabo de Peñas,Men's Junior
2023,34381,KJC FEO Team,Men's Junior
2023,37798,Kjekkas IF Sykkel,Men's Junior
2023,38211,KK Nessebar-Shokblaze,Men's Junior
2023,37727,KK Tarnovia Tarnowo Podgorne,Men's Junior
2023,38212,KK Varna,Men's Junior
2023,38579,Klaipeda CT,Men's Junior
2023,40372,Klaipedos SC,Men's Junior
2023,38554,Klimatiza Eshmun Caberty,Men's Junior
2023,38236,KLTC Konin,Men's Junior
2023,38289,KMS Chuvaskaya,Men's Junior
2023,35823,Knippcycling - Schär Gärten Racing Team,Men's Junior
2023,38858,Kochel V.C. Sputnik,Men's Junior
2023,38851,Kochi Cycling Junior Club,Men's Junior
2023,38850,Kochi Gakugei High School,Men's Junior
2023,38017,Kochi University of Technology,Men's Junior
2023,39037,Kofu Technical High School,Men's Junior
2023,39368,Kolding BC,Men's Junior
2023,36764,Komazawa University,Men's Junior
2023,34044,KON. VC T Meetjesland - Knesselare,Men's Junior
2023,39290,Konsberg IF,Men's Junior
2023,38861,Koriyama Cycle Friends,Men's Junior
2023,38288,Korom EC,Men's Junior
2023,38933,Korson Kaiku,Men's Junior
2023,38273,Kosei Gakuen,Men's Junior
2023,38277,KPRB,Men's Junior
2023,37341,Kristiansands CK,Men's Junior
2023,38034,KS Pogon Mostostal Pulawy,Men's Junior
2023,38213,KSK Omega,Men's Junior
2023,34891,KTM Orange Road,Men's Junior
2023,35174,KTM-La Paz,Men's Junior
2023,37293,Kulture-SPD,Men's Junior
2023,38596,Kvanum IF,Men's Junior
2023,40487,KVC Deinze VZW,Men's Junior
2023,37476,KVC Noordzeemeeuw,Men's Junior
2023,36793,Kwansei Gakuin University,Men's Junior
2023,36631,Kwazulu Natal,Men's Junior
2023,37838,Kyoto Sangyo University,Men's Junior
2023,36969,Kyoto University,Men's Junior
2023,38937,Kälviän Tarmo,Men's Junior
2023,37823,L'ottimo,Men's Junior
2023,38252,L.G.Belvaux,Men's Junior
2023,36354,L.G.Bertrange,Men's Junior
2023,37202,La Clique Cycling Team,Men's Junior
2023,36827,La Costa SC,Men's Junior
2023,37065,La Feuillie Cycliste,Men's Junior
2023,37014,La Habana,Men's Junior
2023,35881,La Higuera Multihogar,Men's Junior
2023,38341,La Libertad,Men's Junior
2023,36066,La Mafia del Kom,Men's Junior
2023,40415,La Motte-Servolex Cyclisme,Men's Junior
2023,37778,La Onda,Men's Junior
2023,34032,La Pédale d'Alsace,Men's Junior
2023,39276,La Roja,Men's Junior
2023,33558,Laboral Kutxa,Men's Junior
2023,37087,Laeremans Cycling Team,Men's Junior
2023,36607,Laka Pedal Mafia,Men's Junior
2023,34661,Lakeland CC,Men's Junior
2023,36645,Lan Service - Zherocuadro,Men's Junior
2023,36583,Landis Trek Team,Men's Junior
2023,37728,Lapierre Plzen,Men's Junior
2023,38654,Larsmo IF,Men's Junior
2023,36601,Las Tunas,Men's Junior
2023,36258,Lasal Cocinas-Louriña,Men's Junior
2023,39777,Laser,Men's Junior
2023,36430,Latrobe City,Men's Junior
2023,34747,Launceston City CC,Men's Junior
2023,38203,Lawi Stars Giant,Men's Junior
2023,37617,LBB Racing Embassy,Men's Junior
2023,36362,LC Alzingen,Men's Junior
2023,36617,Le Col,Men's Junior
2023,37504,Le Motte-Servolex Cyclisme,Men's Junior
2023,38977,Le Tour Bike Cafe-Aragua,Men's Junior
2023,36927,Leap Hamamatsu,Men's Junior
2023,36486,Leclerc VC Tonneins,Men's Junior
2023,36999,LEEZE Factory Racing,Men's Junior
2023,39241,Legacy CT,Men's Junior
2023,38302,Legion of Los Angeles elite,Men's Junior
2023,34618,Leinster,Men's Junior
2023,38320,Leman RC,Men's Junior
2023,38692,Leningrad Region,Men's Junior
2023,35040,Leonardo Sierra Merida,Men's Junior
2023,36102,Les Amis Sportifs,Men's Junior
2023,36805,Les Rouleurs,Men's Junior
2023,38270,Les Rouleurs Polo Velo,Men's Junior
2023,34489,Lescar VS,Men's Junior
2023,37157,Leuven Cycling Team,Men's Junior
2023,38623,Levante Hope,Men's Junior
2023,36402,LFC Salto,Men's Junior
2023,38866,Libertas TBC,Men's Junior
2023,36404,Libre-Fed.Cerro Largo,Men's Junior
2023,36830,Libre-Fed.Durazno,Men's Junior
2023,39396,Libre-Fed.Rocha,Men's Junior
2023,36274,Liciclismo Bolivar,Men's Junior
2023,36393,Liciclismo Cauca,Men's Junior
2023,38259,Lifting Gead Prod,Men's Junior
2023,36266,Liga Bogota,Men's Junior
2023,36385,Liga Casanare,Men's Junior
2023,35057,Liga Cundinamarca,Men's Junior
2023,36272,Liga de Antioquia,Men's Junior
2023,36276,Liga de Boyacá,Men's Junior
2023,36392,Liga de Caldas,Men's Junior
2023,36387,Liga de Cordoba,Men's Junior
2023,36270,Liga del Atlantico,Men's Junior
2023,36273,Liga del Meta,Men's Junior
2023,36390,Liga del Valle,Men's Junior
2023,36267,Liga Norte de Santander,Men's Junior
2023,36382,Liga Quindio,Men's Junior
2023,38485,Liga Sancaetanense,Men's Junior
2023,36265,Liga Santander,Men's Junior
2023,36275,Ligas Cesar Y Sucre,Men's Junior
2023,37899,Lillehammer CK,Men's Junior
2023,39686,Limerick CC,Men's Junior
2023,40310,Limpo Sur,Men's Junior
2023,34696,Linares Team,Men's Junior
2023,34703,Lineares,Men's Junior
2023,37937,LINKVISION GIRASOLE CYCLING,Men's Junior
2023,38239,LKS Baszta Golzcewo,Men's Junior
2023,38905,LKS Ziemia Opolska,Men's Junior
2023,36708,Llantas el Chelito,Men's Junior
2023,36389,LMC Bogota Ciclismo Capital,Men's Junior
2023,34729,Loc Trot An Giang,Men's Junior
2023,36611,London Dynamo,Men's Junior
2023,34645,Longford Cycling &amp;Racing Club,Men's Junior
2023,37646,Loop Racing,Men's Junior
2023,38514,Loro Parque-C.C.Talavera,Men's Junior
2023,40209,Los Amigos,Men's Junior
2023,37238,Los Angeles BC,Men's Junior
2023,37156,Los Cawamas,Men's Junior
2023,34892,Los Chorrilleros,Men's Junior
2023,38298,Los Gatos BRT,Men's Junior
2023,33911,Lotería del Táchira,Men's Junior
2023,37563,Lotus Team,Men's Junior
2023,36692,Lovell CT,Men's Junior
2023,33294,LRG-Cycling Team,Men's Junior
2023,39213,LRTV Swift,Men's Junior
2023,38550,LT United Cycling Team,Men's Junior
2023,37729,Lubelskie Perla Polski Cycling Team,Men's Junior
2023,34620,Lucan Cycling Road Club,Men's Junior
2023,37032,Lujan de Cuyo,Men's Junior
2023,37730,Luks Trojka Piaseczno,Men's Junior
2023,39288,Luleburgaz BMGSK,Men's Junior
2023,39060,LVC Racing,Men's Junior
2023,39029,Lyncott CT,Men's Junior
2023,40414,Lyon Sprint Evolution,Men's Junior
2023,36693,M &amp; M Engineering,Men's Junior
2023,38838,m&amp;m cycle factory,Men's Junior
2023,34716,M&amp;M Ingenieria,Men's Junior
2023,38849,M.I.M,Men's Junior
2023,34952,Madhya Pradesh,Men's Junior
2023,34357,Madinina Bikers,Men's Junior
2023,37488,Magenta Express pb Central,Men's Junior
2023,34815,Maglia Tecnosylva Bembibre,Men's Junior
2023,34931,Maharashtra,Men's Junior
2023,36464,Maia,Men's Junior
2023,34805,Maipú Cycling Road,Men's Junior
2023,37661,Mais Bike,Men's Junior
2023,36650,Majd Guerrara CC,Men's Junior
