season,first_cycling_race_id,stage_number,distance,stage_profile_category,route
2023,153,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,153,14,150.4,Fjell,Annemasse-Morzine
2023,153,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,153,16,22.4,Tempo,Passy-Combloux
2023,153,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,153,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,153,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,153,20,133.5,Fjell,Belfort-Le Markstein
2023,153,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,314,1,182,Smaakupert,Bilbao- Bilbao
2023,314,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,314,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,314,4,181.8,Flatt,Dax-Nogaro
2023,314,5,162.7,Fjell,Pau-Laruns
2023,314,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,314,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,314,8,200.7,Smaakupert,Liburne-Limoges
2023,314,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,314,10,167.2,Smaakupert,Vulcania-Issoire
2023,314,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,314,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,314,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,314,14,150.4,Fjell,Annemasse-Morzine
2023,314,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,314,16,22.4,Tempo,Passy-Combloux
2023,314,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,314,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,314,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,314,20,133.5,Fjell,Belfort-Le Markstein
2023,314,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,6156,1,182,Smaakupert,Bilbao- Bilbao
2023,6156,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,6156,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,6156,4,181.8,Flatt,Dax-Nogaro
2023,6156,5,162.7,Fjell,Pau-Laruns
2023,6156,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,6156,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,6156,8,200.7,Smaakupert,Liburne-Limoges
2023,6156,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,6156,10,167.2,Smaakupert,Vulcania-Issoire
2023,6156,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,6156,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,6156,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,6156,14,150.4,Fjell,Annemasse-Morzine
2023,6156,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,6156,16,22.4,Tempo,Passy-Combloux
2023,6156,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,6156,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,6156,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,6156,20,133.5,Fjell,Belfort-Le Markstein
2023,6156,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,513,1,182,Smaakupert,Bilbao- Bilbao
2023,513,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,513,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,513,4,181.8,Flatt,Dax-Nogaro
2023,513,5,162.7,Fjell,Pau-Laruns
2023,513,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,513,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,513,8,200.7,Smaakupert,Liburne-Limoges
2023,513,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,513,10,167.2,Smaakupert,Vulcania-Issoire
2023,513,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,513,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,513,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,513,14,150.4,Fjell,Annemasse-Morzine
2023,513,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,513,16,22.4,Tempo,Passy-Combloux
2023,513,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,513,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,513,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,513,20,133.5,Fjell,Belfort-Le Markstein
2023,513,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,3672,1,182,Smaakupert,Bilbao- Bilbao
2023,3672,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,3672,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,3672,4,181.8,Flatt,Dax-Nogaro
2023,3672,5,162.7,Fjell,Pau-Laruns
2023,3672,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,3672,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,3672,8,200.7,Smaakupert,Liburne-Limoges
2023,3672,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,3672,10,167.2,Smaakupert,Vulcania-Issoire
2023,3672,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,3672,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,3672,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,3672,14,150.4,Fjell,Annemasse-Morzine
2023,3672,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,3672,16,22.4,Tempo,Passy-Combloux
2023,3672,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,3672,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,3672,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,3672,20,133.5,Fjell,Belfort-Le Markstein
2023,3672,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,13,1,182,Smaakupert,Bilbao- Bilbao
2023,13,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,13,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,13,4,181.8,Flatt,Dax-Nogaro
2023,13,5,162.7,Fjell,Pau-Laruns
2023,13,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,13,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,13,8,200.7,Smaakupert,Liburne-Limoges
2023,13,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,13,10,167.2,Smaakupert,Vulcania-Issoire
2023,13,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,13,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,13,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,13,14,150.4,Fjell,Annemasse-Morzine
2023,13,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,13,16,22.4,Tempo,Passy-Combloux
2023,13,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,13,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,13,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,13,20,133.5,Fjell,Belfort-Le Markstein
2023,13,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,765,1,182,Smaakupert,Bilbao- Bilbao
2023,765,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,765,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,765,4,181.8,Flatt,Dax-Nogaro
2023,765,5,162.7,Fjell,Pau-Laruns
2023,765,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,765,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,765,8,200.7,Smaakupert,Liburne-Limoges
2023,765,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,765,10,167.2,Smaakupert,Vulcania-Issoire
2023,765,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,765,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,765,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,765,14,150.4,Fjell,Annemasse-Morzine
2023,765,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,765,16,22.4,Tempo,Passy-Combloux
2023,765,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,765,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,765,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,765,20,133.5,Fjell,Belfort-Le Markstein
2023,765,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,17336,1,182,Smaakupert,Bilbao- Bilbao
2023,17336,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,17336,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,17336,4,181.8,Flatt,Dax-Nogaro
2023,17336,5,162.7,Fjell,Pau-Laruns
2023,17336,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,17336,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,17336,8,200.7,Smaakupert,Liburne-Limoges
2023,17336,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,17336,10,167.2,Smaakupert,Vulcania-Issoire
2023,17336,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,17336,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,17336,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,17336,14,150.4,Fjell,Annemasse-Morzine
2023,17336,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,17336,16,22.4,Tempo,Passy-Combloux
2023,17336,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,17336,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,17336,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,17336,20,133.5,Fjell,Belfort-Le Markstein
2023,17336,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,175,1,182,Smaakupert,Bilbao- Bilbao
2023,175,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,175,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,175,4,181.8,Flatt,Dax-Nogaro
2023,175,5,162.7,Fjell,Pau-Laruns
2023,175,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,175,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,175,8,200.7,Smaakupert,Liburne-Limoges
2023,175,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,175,10,167.2,Smaakupert,Vulcania-Issoire
2023,175,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,175,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,175,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,175,14,150.4,Fjell,Annemasse-Morzine
2023,175,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,175,16,22.4,Tempo,Passy-Combloux
2023,175,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,175,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,175,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,175,20,133.5,Fjell,Belfort-Le Markstein
2023,175,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,67,1,182,Smaakupert,Bilbao- Bilbao
2023,67,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,67,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,67,4,181.8,Flatt,Dax-Nogaro
2023,67,5,162.7,Fjell,Pau-Laruns
2023,67,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,67,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,67,8,200.7,Smaakupert,Liburne-Limoges
2023,67,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,67,10,167.2,Smaakupert,Vulcania-Issoire
2023,67,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,67,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,67,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,67,14,150.4,Fjell,Annemasse-Morzine
2023,67,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,67,16,22.4,Tempo,Passy-Combloux
2023,67,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,67,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,67,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,67,20,133.5,Fjell,Belfort-Le Markstein
2023,67,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,16532,1,182,Smaakupert,Bilbao- Bilbao
2023,16532,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,16532,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,16532,4,181.8,Flatt,Dax-Nogaro
2023,16532,5,162.7,Fjell,Pau-Laruns
2023,16532,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,16532,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,16532,8,200.7,Smaakupert,Liburne-Limoges
2023,16532,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,16532,10,167.2,Smaakupert,Vulcania-Issoire
2023,16532,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,16532,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,16532,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,16532,14,150.4,Fjell,Annemasse-Morzine
2023,16532,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,16532,16,22.4,Tempo,Passy-Combloux
2023,16532,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,16532,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,16532,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,16532,20,133.5,Fjell,Belfort-Le Markstein
2023,16532,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,919,1,182,Smaakupert,Bilbao- Bilbao
2023,919,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,919,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,919,4,181.8,Flatt,Dax-Nogaro
2023,919,5,162.7,Fjell,Pau-Laruns
2023,919,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,919,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,919,8,200.7,Smaakupert,Liburne-Limoges
2023,919,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,919,10,167.2,Smaakupert,Vulcania-Issoire
2023,919,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,919,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,919,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,919,14,150.4,Fjell,Annemasse-Morzine
2023,919,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,919,16,22.4,Tempo,Passy-Combloux
2023,919,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,919,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,919,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,919,20,133.5,Fjell,Belfort-Le Markstein
2023,919,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,341,1,182,Smaakupert,Bilbao- Bilbao
2023,341,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,341,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,341,4,181.8,Flatt,Dax-Nogaro
2023,341,5,162.7,Fjell,Pau-Laruns
2023,341,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,341,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,341,8,200.7,Smaakupert,Liburne-Limoges
2023,341,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,341,10,167.2,Smaakupert,Vulcania-Issoire
2023,341,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,341,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,341,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,341,14,150.4,Fjell,Annemasse-Morzine
2023,341,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,341,16,22.4,Tempo,Passy-Combloux
2023,341,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,341,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,341,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,341,20,133.5,Fjell,Belfort-Le Markstein
2023,341,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,7657,1,182,Smaakupert,Bilbao- Bilbao
2023,7657,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,7657,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,7657,4,181.8,Flatt,Dax-Nogaro
2023,7657,5,162.7,Fjell,Pau-Laruns
2023,7657,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,7657,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,7657,8,200.7,Smaakupert,Liburne-Limoges
2023,7657,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,7657,10,167.2,Smaakupert,Vulcania-Issoire
2023,7657,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,7657,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,7657,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,7657,14,150.4,Fjell,Annemasse-Morzine
2023,7657,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,7657,16,22.4,Tempo,Passy-Combloux
2023,7657,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,7657,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,7657,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,7657,20,133.5,Fjell,Belfort-Le Markstein
2023,7657,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,315,1,182,Smaakupert,Bilbao- Bilbao
2023,315,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,315,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,315,4,181.8,Flatt,Dax-Nogaro
2023,315,5,162.7,Fjell,Pau-Laruns
2023,315,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,315,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,315,8,200.7,Smaakupert,Liburne-Limoges
2023,315,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,315,10,167.2,Smaakupert,Vulcania-Issoire
2023,315,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,315,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,315,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,315,14,150.4,Fjell,Annemasse-Morzine
2023,315,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,315,16,22.4,Tempo,Passy-Combloux
2023,315,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,315,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,315,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,315,20,133.5,Fjell,Belfort-Le Markstein
2023,315,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,10674,1,182,Smaakupert,Bilbao- Bilbao
2023,10674,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,10674,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,10674,4,181.8,Flatt,Dax-Nogaro
2023,10674,5,162.7,Fjell,Pau-Laruns
2023,10674,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,10674,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,10674,8,200.7,Smaakupert,Liburne-Limoges
2023,10674,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,10674,10,167.2,Smaakupert,Vulcania-Issoire
2023,10674,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,10674,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,10674,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,10674,14,150.4,Fjell,Annemasse-Morzine
2023,10674,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,10674,16,22.4,Tempo,Passy-Combloux
2023,10674,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,10674,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,10674,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,10674,20,133.5,Fjell,Belfort-Le Markstein
2023,10674,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,343,1,182,Smaakupert,Bilbao- Bilbao
2023,343,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,343,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,343,4,181.8,Flatt,Dax-Nogaro
2023,343,5,162.7,Fjell,Pau-Laruns
2023,343,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,343,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,343,8,200.7,Smaakupert,Liburne-Limoges
2023,343,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,343,10,167.2,Smaakupert,Vulcania-Issoire
2023,343,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,343,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,343,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,343,14,150.4,Fjell,Annemasse-Morzine
2023,343,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,343,16,22.4,Tempo,Passy-Combloux
2023,343,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,343,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,343,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,343,20,133.5,Fjell,Belfort-Le Markstein
2023,343,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,7767,1,182,Smaakupert,Bilbao- Bilbao
2023,7767,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,7767,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,7767,4,181.8,Flatt,Dax-Nogaro
2023,7767,5,162.7,Fjell,Pau-Laruns
2023,7767,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,7767,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,7767,8,200.7,Smaakupert,Liburne-Limoges
2023,7767,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,7767,10,167.2,Smaakupert,Vulcania-Issoire
2023,7767,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,7767,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,7767,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,7767,14,150.4,Fjell,Annemasse-Morzine
2023,7767,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,7767,16,22.4,Tempo,Passy-Combloux
2023,7767,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,7767,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,7767,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,7767,20,133.5,Fjell,Belfort-Le Markstein
2023,7767,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,250,1,182,Smaakupert,Bilbao- Bilbao
2023,250,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,250,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,250,4,181.8,Flatt,Dax-Nogaro
2023,250,5,162.7,Fjell,Pau-Laruns
2023,250,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,250,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,250,8,200.7,Smaakupert,Liburne-Limoges
2023,250,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,250,10,167.2,Smaakupert,Vulcania-Issoire
2023,250,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,250,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,250,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,250,14,150.4,Fjell,Annemasse-Morzine
2023,250,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,250,16,22.4,Tempo,Passy-Combloux
2023,250,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,250,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,250,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,250,20,133.5,Fjell,Belfort-Le Markstein
2023,250,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,4008,1,182,Smaakupert,Bilbao- Bilbao
2023,4008,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,4008,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,4008,4,181.8,Flatt,Dax-Nogaro
2023,4008,5,162.7,Fjell,Pau-Laruns
2023,4008,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,4008,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,4008,8,200.7,Smaakupert,Liburne-Limoges
2023,4008,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,4008,10,167.2,Smaakupert,Vulcania-Issoire
2023,4008,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,4008,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,4008,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,4008,14,150.4,Fjell,Annemasse-Morzine
2023,4008,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,4008,16,22.4,Tempo,Passy-Combloux
2023,4008,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,4008,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,4008,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,4008,20,133.5,Fjell,Belfort-Le Markstein
2023,4008,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,71,1,182,Smaakupert,Bilbao- Bilbao
2023,71,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,71,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,71,4,181.8,Flatt,Dax-Nogaro
2023,71,5,162.7,Fjell,Pau-Laruns
2023,71,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,71,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,71,8,200.7,Smaakupert,Liburne-Limoges
