season,gender,category,first_cycling_race_id,race_name,race_nationality,uci_race_classification,stage_race_boolean,start_date,end_date,stage_number,distance,route,stage_profile
2023,women,Road,9904,Baloise Ladies Tour,BE,2.1,Stage Race,2023/07/12,2023/07/16,00,2.6, Vlissingen- Vlissingen,Flat ITT
2023,women,Road,9904,Baloise Ladies Tour,BE,2.1,Stage Race,2023/07/12,2023/07/16,04,17.1,Knokke-Heist-Knokke-Heist,Flat ITT
2023,women,Road,18938,Grand Prix Stuttgart & Region,DE,1.2,One Day,2023/07/16,2023/07/16,GC,,,Hilly
2023,women,Road,15687,Tour de France Femmes,FR,2.WWT,Stage Race,2023/07/23,2023/07/30,03,147.2,Collonges-la-Rouge-Montignac-Lascaux,Flat
2023,women,Road,15687,Tour de France Femmes,FR,2.WWT,Stage Race,2023/07/23,2023/07/30,06,122.1,Albi-Blagnac,Flat
2023,women,Road,15687,Tour de France Femmes,FR,2.WWT,Stage Race,2023/07/23,2023/07/30,08,22.6,Pau-Pau,Flat ITT
2023,women,Road,15687,Tour de France Femmes,FR,2.WWT,Stage Race,2023/07/23,2023/07/30,01,123.8,Clermont-Ferrand-Clermont-Ferrand,Hilly
2023,women,Road,15687,Tour de France Femmes,FR,2.WWT,Stage Race,2023/07/23,2023/07/30,02,151.2,Clermont-Ferrand-Mauriac,Hilly
2023,women,Road,15687,Tour de France Femmes,FR,2.WWT,Stage Race,2023/07/23,2023/07/30,04,177.1,Cahors-Rodez,Hilly
2023,women,Road,15687,Tour de France Femmes,FR,2.WWT,Stage Race,2023/07/23,2023/07/30,05,126.1,Onet-le-Château-Albi,Hilly
2023,women,Road,15687,Tour de France Femmes,FR,2.WWT,Stage Race,2023/07/23,2023/07/30,07,89.8,Lannemezan-Col du Tourmalet,Mountain MTF
2023,women,Road,10106,Vuelta a Colombia Femenina,CO,2.2,Stage Race,2023/07/26,2023/07/30,01,48.6,Tunja-Tunja,Flat
2023,women,Road,10106,Vuelta a Colombia Femenina,CO,2.2,Stage Race,2023/07/26,2023/07/30,02,132.3,Tunja-Oiba,Flat
2023,women,Road,10106,Vuelta a Colombia Femenina,CO,2.2,Stage Race,2023/07/26,2023/07/30,03,21.3,San Gil-Barichara,Flat ITT
2023,women,Road,10106,Vuelta a Colombia Femenina,CO,2.2,Stage Race,2023/07/26,2023/07/30,04,102.6,Curití-Bucaramanga,Hilly
2023,women,Road,10106,Vuelta a Colombia Femenina,CO,2.2,Stage Race,2023/07/26,2023/07/30,05,98,Bucaramanga-Bucaramanga,Hilly
2023,women,Road,16504,Princess Anna Vasa Tour,PL,2.2,Stage Race,2023/07/28,2023/07/30,01,111.5,Golub-Dobrzyn-Golub-Dobrzyn,Flat
2023,women,Road,16504,Princess Anna Vasa Tour,PL,2.2,Stage Race,2023/07/28,2023/07/30,02,124,Golub-Dobrzyn-Golub-Dobrzyn,Flat
2023,women,Road,16504,Princess Anna Vasa Tour,PL,2.2,Stage Race,2023/07/28,2023/07/30,03,14,Golub-Dobrzyn-Golub-Dobrzyn,Flat ITT
2023,women,Road,9068,World Championship ITT,,WCTT,One Day,2023/08/10,2023/08/10,GC,,,Flat ITT
2023,women,Road,12377,La Périgord Ladies,FR,1.2,One Day,2023/08/12,2023/08/12,GC,,,Hilly
2023,women,Road,12378,La Picto-Charentaise,FR,1.2,One Day,2023/08/13,2023/08/13,GC,,,Flat
2023,women,Road,17078,Grote Prijs Yvonne Reynders,BE,1.2,One Day,2023/08/15,2023/08/15,GC,,,Flat
2023,women,Road,17781,Konvert Kortrijk Koerse,BE,1.1,One Day,2023/08/18,2023/08/18,GC,,,Flat
2023,women,Road,14770,GP Oetingen,BE,1.1,One Day,2023/08/19,2023/08/19,GC,,,Flat
2023,women,Road,20779,Egmont Cycling Race,BE,1.2,One Day,2023/08/22,2023/08/22,GC,,,Flat
2023,women,Road,15688,Tour of Scandinavia,NO,2.WWT,Stage Race,2023/08/23,2023/08/27,04,16.5, Herning- Herning,Flat ITT
2023,women,Road,15688,Tour of Scandinavia,NO,2.WWT,Stage Race,2023/08/23,2023/08/27,01,124.5,Mysen-Halden,Hilly
2023,women,Road,15688,Tour of Scandinavia,NO,2.WWT,Stage Race,2023/08/23,2023/08/27,05,143.9, Middelfart- Haderslev,Hilly
2023,women,Road,15688,Tour of Scandinavia,NO,2.WWT,Stage Race,2023/08/23,2023/08/27,03,134.9,Kongsberg-Larvik,Hilly MTF
2023,women,Road,15688,Tour of Scandinavia,NO,2.WWT,Stage Race,2023/08/23,2023/08/27,02,150.5,Vikersund-Norefjell,Mountain MTF
2023,women,Road,9914,Giro Toscana Int. Femminile,IT,2.2,Stage Race,2023/08/24,2023/08/27,00,2.2,Campi Bisenzio-Campi Bisenzio,Flat ITT
2023,women,Road,9914,Giro Toscana Int. Femminile,IT,2.2,Stage Race,2023/08/24,2023/08/27,02,116.8,Segromigno in Piano-Segromigno in Piano,Hilly
2023,women,Road,9914,Giro Toscana Int. Femminile,IT,2.2,Stage Race,2023/08/24,2023/08/27,01,99.4,Quarrata-Serravalle Pistoiese,Hilly MTF
2023,women,Road,9914,Giro Toscana Int. Femminile,IT,2.2,Stage Race,2023/08/24,2023/08/27,03,129.3,Lucca-Montecatini Alto,Hilly MTF
2023,women,Road,18940,Tour de l'Avenir Femmes,FR,2.2U,Stage Race,2023/08/28,2023/09/01,02,91.8,Charolles-Louhans Chateaurenaud,Flat
2023,women,Road,18940,Tour de l'Avenir Femmes,FR,2.2U,Stage Race,2023/08/28,2023/09/01,01,14.8,Saint-Vallier-Saint-Vallier,Flat ITT
2023,women,Road,18940,Tour de l'Avenir Femmes,FR,2.2U,Stage Race,2023/08/28,2023/09/01,03,97.3,Val d’Epy-Saint-Didier-sur-Chalaronne,Hilly
2023,women,Road,18940,Tour de l'Avenir Femmes,FR,2.2U,Stage Race,2023/08/28,2023/09/01,04,79.8,Challes-les-Eaux-Megève,Hilly
2023,women,Road,18940,Tour de l'Avenir Femmes,FR,2.2U,Stage Race,2023/08/28,2023/09/01,05,98.3,Saint-Gervais Mont-Blanc-Sainte Foy Tarentaise,Mountain MTF
2023,women,Road,9057,Classic Lorient Agglomération,FR,1.WWT,One Day,2023/09/02,2023/09/02,GC,,,Hilly
2023,women,Road,13601,Grote Prijs Beerens,BE,1.1,One Day,2023/09/03,2023/09/03,GC,,,Flat
2023,women,Road,9066,Simac Ladies Tour,NL,2.WWT,Stage Race,2023/09/05,2023/09/10,01,139.6,Gennep-Gennep,Flat
2023,women,Road,9066,Simac Ladies Tour,NL,2.WWT,Stage Race,2023/09/05,2023/09/10,03,149,Emmeloord-Lelystad,Flat
2023,women,Road,9066,Simac Ladies Tour,NL,2.WWT,Stage Race,2023/09/05,2023/09/10,00,2.4,Ede-Ede,Flat ITT
2023,women,Road,9066,Simac Ladies Tour,NL,2.WWT,Stage Race,2023/09/05,2023/09/10,02,7.1, Leuven- Leuven,Flat ITT
2023,women,Road,9066,Simac Ladies Tour,NL,2.WWT,Stage Race,2023/09/05,2023/09/10,05,150.5,Arnhem-Arnhem,Hilly
2023,women,Road,9066,Simac Ladies Tour,NL,2.WWT,Stage Race,2023/09/05,2023/09/10,04,131.6,Valkenburg-Valkenburg,Hilly MTF
2023,women,Road,9906,Tour Feminin l'Ardeche,FR,2.1,Stage Race,2023/09/05,2023/09/11,02,92.7,Nîmes-Nîmes,Flat
2023,women,Road,9906,Tour Feminin l'Ardeche,FR,2.1,Stage Race,2023/09/05,2023/09/11,03,119.6,Avignon-Avignon,Flat
2023,women,Road,9906,Tour Feminin l'Ardeche,FR,2.1,Stage Race,2023/09/05,2023/09/11,04,101.6,Saint-Rambert-d'Albon-Hauterives,Flat
2023,women,Road,9906,Tour Feminin l'Ardeche,FR,2.1,Stage Race,2023/09/05,2023/09/11,01,105.7,Bourg-Saint-Andéol-Ruoms,Hilly
2023,women,Road,9906,Tour Feminin l'Ardeche,FR,2.1,Stage Race,2023/09/05,2023/09/11,06,125.9,Saint-Félicien-Tain-l'Hermitage,Hilly
2023,women,Road,9906,Tour Feminin l'Ardeche,FR,2.1,Stage Race,2023/09/05,2023/09/11,05,100.3,Marvejols-Le Mont Lozère,Mountain MTF
2023,women,Road,9906,Tour Feminin l'Ardeche,FR,2.1,Stage Race,2023/09/05,2023/09/11,07,69.2,Beauchastel-Privas,Mountain
2023,women,Road,17099,A Travers les Hauts de France,FR,1.2,One Day,2023/09/09,2023/09/09,GC,,,Hilly
2023,women,Road,10950,GP Fourmies Women,FR,1.2,One Day,2023/09/10,2023/09/10,GC,,,Flat
2023,women,Road,17169,Grisette Grand Prix de Wallonie,BE,1.1,One Day,2023/09/13,2023/09/13,GC,,,Hilly MTF
2023,women,Road,9852,Chrono de Gatineau,CA,1.1,One Day,2023/09/15,2023/09/15,GC,,,Flat ITT
2023,women,Road,13600,AG Tour de la Semois,BE,2.2,Stage Race,2023/09/15,2023/09/16,01,116.6,Vresse-sur-Semois-Vresse-sur-Semois,Hilly
2023,women,Road,13600,AG Tour de la Semois,BE,2.2,Stage Race,2023/09/15,2023/09/16,02,119.9,Bertrix-Bertrix,Hilly
2023,women,Road,13609,Watersley Womens Challenge,NL,2.2U,Stage Race,2023/09/15,2023/09/17,02,122.6, Neerharen- Mopertingen,Flat
2023,women,Road,13609,Watersley Womens Challenge,NL,2.2U,Stage Race,2023/09/15,2023/09/17,01,2.8,Sittard-Geleen-Sittard-Geleen,Flat ITT
2023,women,Road,13609,Watersley Womens Challenge,NL,2.2U,Stage Race,2023/09/15,2023/09/17,03,133.9,Sittard-Geleen-Sittard-Geleen,Hilly
2023,women,Road,16500,Tour de Romandie,CH,2.WWT,Stage Race,2023/09/15,2023/09/17,01,144.1,Yverdon-les-Bains-Yverdon-les-Bains,Hilly
2023,women,Road,16500,Tour de Romandie,CH,2.WWT,Stage Race,2023/09/15,2023/09/17,03,131.9,Vernier-Nyon,Hilly
2023,women,Road,16500,Tour de Romandie,CH,2.WWT,Stage Race,2023/09/15,2023/09/17,02,110.8,Romont-Torgon,Mountain MTF
2023,women,Road,9921,GP d'Isbergues,FR,1.2,One Day,2023/09/17,2023/09/17,GC,,,Flat
2023,women,Road,9925,Europe ITT-U23,,CCUT,One Day,2023/09/20,2023/09/20,GC,,,Flat ITT
2023,women,Road,9923,Europe ITT,,CCTT,One Day,2023/09/20,2023/09/20,GC,,,Flat ITT
2023,women,Road,9909,Giro dell'Emilia,IT,1.Pro,One Day,2023/09/30,2023/09/30,GC,,,Hilly MTF
2023,women,Road,10242,Asian Games ITT,,CCTT,One Day,2023/10/03,2023/10/03,GC,,,Flat ITT
2023,women,Road,20975,Grand Tour de Ciclismo de SC Femenina,BR,1.2,One Day,2023/10/03,2023/10/03,GC,,,Flat
2023,women,Road,13689,Tre Valli Varesine Women,IT,1.1,One Day,2023/10/03,2023/10/03,GC,,,Hilly
2023,women,Road,15070,Binche-Chimay-Binche pour Dames,BE,1.1,One Day,2023/10/03,2023/10/03,GC,,,Flat
2023,women,Road,20976,GP Urubici de Ciclismo Femenina,BR,1.2,One Day,2023/10/04,2023/10/04,GC,,,Hilly MTF
2023,women,Road,20977,GP de Santa Catarina,BR,1.2,One Day,2023/10/05,2023/10/05,GC,,,Flat
2023,women,Road,9060,Tour of Chongming Island,CN,2.WWT,Stage Race,2023/10/12,2023/10/14,01,108.9,Chongxi-Chongxi,Flat
2023,women,Road,9060,Tour of Chongming Island,CN,2.WWT,Stage Race,2023/10/12,2023/10/14,02,128.5,Chongdong-Chongdong,Flat
2023,women,Road,9060,Tour of Chongming Island,CN,2.WWT,Stage Race,2023/10/12,2023/10/14,03,112.3,Chongzhong-Chongzhong,Flat
2023,women,Road,10435,Vuelta Costa Rica,CR,2.2,Stage Race,2023/10/12,2023/10/15,01,113.5,San Isidro-Peñas Blancas,Flat
2023,women,Road,10435,Vuelta Costa Rica,CR,2.2,Stage Race,2023/10/12,2023/10/15,04,83.4,Escazú-Escazú,Flat
2023,women,Road,10435,Vuelta Costa Rica,CR,2.2,Stage Race,2023/10/12,2023/10/15,02,24.6,La Unión-General Viejo,Flat ITT
2023,women,Road,10435,Vuelta Costa Rica,CR,2.2,Stage Race,2023/10/12,2023/10/15,03,118.5,Palmares-Fátima,Hilly MTF
2023,women,Road,10567,Campeonato del Caribe ITT,,1.2,One Day,2023/10/14,2023/10/14,GC,,,Flat ITT
2023,women,Road,9911,Chrono des Nations,FR,1.1,One Day,2023/10/15,2023/10/15,GC,,,Flat ITT
2023,women,Road,9059,Tour of Guangxi,CN,1.WWT,One Day,2023/10/17,2023/10/17,GC,,,Flat
2023,women,Road,12535,Pan-American Games ITT,,CCTT,One Day,2023/10/22,2023/10/22,GC,,,Flat ITT
2024,men,Road,456,NZ Cycle Classic,NZ,2.2,Stage Race,2024/01/10,2024/01/14,01,158.1,Masterton-Masterton,Flat
2024,men,Road,456,NZ Cycle Classic,NZ,2.2,Stage Race,2024/01/10,2024/01/14,02,127.3,Masterton-Martinborough,Flat
2024,men,Road,456,NZ Cycle Classic,NZ,2.2,Stage Race,2024/01/10,2024/01/14,05,44.8,Wellington-Wellington,Flat
2024,men,Road,456,NZ Cycle Classic,NZ,2.2,Stage Race,2024/01/10,2024/01/14,04,126,Miramar-Miramar,Hilly
2024,men,Road,456,NZ Cycle Classic,NZ,2.2,Stage Race,2024/01/10,2024/01/14,03,126.9,Masterton-Admiral Hill,Hilly MTF
2024,men,Road,454,Vuelta al Táchira,VE,2.2,Stage Race,2024/01/14,2024/01/21,01,150,San Cristóbal-San Cristóbal,Flat
2024,men,Road,454,Vuelta al Táchira,VE,2.2,Stage Race,2024/01/14,2024/01/21,03,125.7,San Juan De Colón-La Tendida,Flat
2024,men,Road,454,Vuelta al Táchira,VE,2.2,Stage Race,2024/01/14,2024/01/21,08,117.3,San Cristóbal-San Cristóbal,Flat
2024,men,Road,454,Vuelta al Táchira,VE,2.2,Stage Race,2024/01/14,2024/01/21,02,141.5,San Josecito-San Cristóbal,Hilly MTF
2024,men,Road,454,Vuelta al Táchira,VE,2.2,Stage Race,2024/01/14,2024/01/21,04,127,Tovar-Mérida,Mountain MTF
2024,men,Road,454,Vuelta al Táchira,VE,2.2,Stage Race,2024/01/14,2024/01/21,05,134.4,La Tendida-La Grita,Mountain MTF
2024,men,Road,454,Vuelta al Táchira,VE,2.2,Stage Race,2024/01/14,2024/01/21,07,140.9,Ureña-Cerro Del Cristo Rey,Mountain MTF
2024,men,Road,454,Vuelta al Táchira,VE,2.2,Stage Race,2024/01/14,2024/01/21,06,129.6,El Piñal-Borotá,Mountain
2024,men,Road,1,Tour Down Under,AU,2.UWT,Stage Race,2024/01/16,2024/01/21,01,144,Tanunda-Tanunda,Flat
2024,men,Road,1,Tour Down Under,AU,2.UWT,Stage Race,2024/01/16,2024/01/21,03,145.3,Tea Tree Gully-Campbelltown,Flat
2024,men,Road,1,Tour Down Under,AU,2.UWT,Stage Race,2024/01/16,2024/01/21,04,136.2,Murray Bridge-Port Elliot,Flat
2024,men,Road,1,Tour Down Under,AU,2.UWT,Stage Race,2024/01/16,2024/01/21,02,141.6,Norwood-Lobethal,Hilly
2024,men,Road,1,Tour Down Under,AU,2.UWT,Stage Race,2024/01/16,2024/01/21,05,129.3,Christies Beach-Willunga Hill,Hilly MTF
2024,men,Road,1,Tour Down Under,AU,2.UWT,Stage Race,2024/01/16,2024/01/21,06,128.2,Unley-Mount Lofty,Hilly MTF
2024,men,Road,8467,Gravel and Tar,NZ,1.2,One Day,2024/01/20,2024/01/20,GC,,,Hilly
2024,men,Road,411,Clàssica Comunitat Valenciana 1969 - GP Valencia,ES,1.1,One Day,2024/01/20,2024/01/20,GC,,,Flat
2024,men,Road,271,Trofeo Calvia,ES,1.1,One Day,2024/01/24,2024/01/24,GC,,,Hilly
2024,men,Road,100,Trofeo Serra de Tramuntana,ES,1.1,One Day,2024/01/26,2024/01/26,GC,,,Hilly
2024,men,Road,460,Tour of Sharjah,AE,2.2,Stage Race,2024/01/26,2024/01/31,02,137.5,Beeah-Ajmal Makan,Flat
2024,men,Road,460,Tour of Sharjah,AE,2.2,Stage Race,2024/01/26,2024/01/31,05,72.3,Sharjah Safari-Al Dhaid,Flat
2024,men,Road,460,Tour of Sharjah,AE,2.2,Stage Race,2024/01/26,2024/01/31,03,10.1,Sharjah-Sharjah,Flat ITT
2024,men,Road,460,Tour of Sharjah,AE,2.2,Stage Race,2024/01/26,2024/01/31,01,134.4,Sharjah Fort-Kalba Fort,Hilly
2024,men,Road,460,Tour of Sharjah,AE,2.2,Stage Race,2024/01/26,2024/01/31,04,125.6,Kalba University-Al Suhub Rest Korfakkan,Hilly MTF
2024,men,Road,460,Tour of Sharjah,AE,2.2,Stage Race,2024/01/26,2024/01/31,,-,-,Unknown
2024,men,Road,274,Trofeo Andratx,ES,1.1,One Day,2024/01/27,2024/01/27,GC,,,Hilly
2024,men,Road,1172,Cadel Road Race,AU,1.UWT,One Day,2024/01/28,2024/01/28,GC,,,Hilly
2024,men,Road,97,GP la Marseillaise,FR,1.1,One Day,2024/01/28,2024/01/28,GC,,,Hilly
2024,men,Road,83,Trofeo Palma,ES,1.1,One Day,2024/01/28,2024/01/28,GC,,,Flat
2024,men,Road,868,AlUla Tour,SA,2.1,Stage Race,2024/01/30,2024/02/03,01,149.5,Al Manshiyah-Al Manshiyah,Flat
2024,men,Road,868,AlUla Tour,SA,2.1,Stage Race,2024/01/30,2024/02/03,03,170.5,Alula-Alula,Flat
2024,men,Road,868,AlUla Tour,SA,2.1,Stage Race,2024/01/30,2024/02/03,04,142.5,Hegra-Maraya,Flat
2024,men,Road,868,AlUla Tour,SA,2.1,Stage Race,2024/01/30,2024/02/03,05,150.5,Alula-Alula,Hilly
2024,men,Road,868,AlUla Tour,SA,2.1,Stage Race,2024/01/30,2024/02/03,02,199.5,Alulal-Sharaan Nature Reserve,Hilly MTF
2024,men,Road,106,Étoile de Bessèges,FR,2.1,Stage Race,2024/01/31,2024/02/04,01,160.6,Bellegarde-Bellegarde,Flat
2024,men,Road,106,Étoile de Bessèges,FR,2.1,Stage Race,2024/01/31,2024/02/04,02,163.6,Marguerittes-Rousson,Flat
2024,men,Road,106,Étoile de Bessèges,FR,2.1,Stage Race,2024/01/31,2024/02/04,04,158.5,Méjannes le Clap-Méjannes le Clap,Flat
2024,men,Road,106,Étoile de Bessèges,FR,2.1,Stage Race,2024/01/31,2024/02/04,05,10.7,Ales-Ales,Flat ITT
2024,men,Road,106,Étoile de Bessèges,FR,2.1,Stage Race,2024/01/31,2024/02/04,03,161.1,Besseges-Besseges,Hilly
2024,men,Road,319,Volta Comunitat Valenciana,ES,2.Pro,Stage Race,2024/01/31,2024/02/04,02,164,Canals-Mancomunitat de la Valldigna,Flat
2024,men,Road,319,Volta Comunitat Valenciana,ES,2.Pro,Stage Race,2024/01/31,2024/02/04,03,161,San Vincent del Raspeig-Orihuela,Flat
2024,men,Road,319,Volta Comunitat Valenciana,ES,2.Pro,Stage Race,2024/01/31,2024/02/04,01,166,Benicàssim-Castellón,Hilly
2024,men,Road,319,Volta Comunitat Valenciana,ES,2.Pro,Stage Race,2024/01/31,2024/02/04,05,93,Bétera-Valencia,Hilly
2024,men,Road,319,Volta Comunitat Valenciana,ES,2.Pro,Stage Race,2024/01/31,2024/02/04,04,175,Teulada-La Vall d'Ebo,Hilly MTF
2024,men,Road,20015,Grand Prix Apollon Temple,TR,1.2,One Day,2024/02/03,2024/02/03,GC,,,Flat
2024,men,Road,4396,Tour de La Provence,FR,2.1,Stage Race,2024/02/08,2024/02/11,02,157.2,Aix-en-Provence-Martigues,Flat
2024,men,Road,4396,Tour de La Provence,FR,2.1,Stage Race,2024/02/08,2024/02/11,04,183.2,Rognac-Arles,Flat
2024,men,Road,4396,Tour de La Provence,FR,2.1,Stage Race,2024/02/08,2024/02/11,01,5,Marseille-Marseille,Flat ITT
2024,men,Road,4396,Tour de La Provence,FR,2.1,Stage Race,2024/02/08,2024/02/11,03,165,Forcalquier-Manosque,Hilly
2024,men,Road,8472,Tour of Antalya,TR,2.1,Stage Race,2024/02/08,2024/02/11,01,137.7,Side-Antalya,Flat
2024,men,Road,8472,Tour of Antalya,TR,2.1,Stage Race,2024/02/08,2024/02/11,04,183.9,Antalya-Antalya,Hilly
2024,men,Road,8472,Tour of Antalya,TR,2.1,Stage Race,2024/02/08,2024/02/11,03,133.4,Kemer-Tahtali,Hilly MTF
2024,men,Road,8472,Tour of Antalya,TR,2.1,Stage Race,2024/02/08,2024/02/11,02,140.5,Demre-Antalya,Mountain
2024,men,Road,18946,Muscat Classic,OM,1.1,One Day,2024/02/09,2024/02/09,GC,,,Hilly
2024,men,Road,18947,Figueira Champions Classic,PT,1.Pro,One Day,2024/02/10,2024/02/10,GC,,,Hilly
2024,men,Road,74,Vuelta a Murcia,ES,1.1,One Day,2024/02/10,2024/02/10,GC,,,Hilly
2024,men,Road,57,Tour of Oman,OM,2.Pro,Stage Race,2024/02/10,2024/02/14,01,123.9,Kerlouan-Kerlouan,Flat
2024,men,Road,57,Tour of Oman,OM,2.Pro,Stage Race,2024/02/10,2024/02/14,02,120.7,Plemet-Saint Meen-Le-Grand,Flat
2024,men,Road,57,Tour of Oman,OM,2.Pro,Stage Race,2024/02/10,2024/02/14,03,19.4,Plouay-Plouay,Flat ITT
2024,men,Road,57,Tour of Oman,OM,2.Pro,Stage Race,2024/02/10,2024/02/14,04,136.6,Mur de Bretagne-Kervignac,Hilly
2024,men,Road,57,Tour of Oman,OM,2.Pro,Stage Race,2024/02/10,2024/02/14,05,127.7,Plouharnel-Saint Jean Brévelay,Hilly MTF
2024,men,Road,129,Clasica de Almeria,ES,1.Pro,One Day,2024/02/11,2024/02/11,GC,,,Flat
2024,men,Road,16519,Jaén Paraiso Interior,ES,1.1,One Day,2024/02/12,2024/02/12,GC,,,Hilly MTF
2024,men,Road,107,Volta ao Algarve,PT,2.Pro,Stage Race,2024/02/14,2024/02/18,01,200.8,Portimão-Lagos,Flat
2024,men,Road,107,Volta ao Algarve,PT,2.Pro,Stage Race,2024/02/14,2024/02/18,03,192.2,Vila Real de Santo António-Taviria,Flat
2024,men,Road,107,Volta ao Algarve,PT,2.Pro,Stage Race,2024/02/14,2024/02/18,04,22.2,Albufeira-Albufeira,Flat ITT
2024,men,Road,107,Volta ao Algarve,PT,2.Pro,Stage Race,2024/02/14,2024/02/18,02,171.9,Lagoa-Alto da Fóia,Hilly MTF
2024,men,Road,107,Volta ao Algarve,PT,2.Pro,Stage Race,2024/02/14,2024/02/18,05,165.8,Faro-Malhão,Hilly MTF
2024,men,Road,111,Tour Alpes Maritimes du Var,FR,2.1,Stage Race,2024/02/17,2024/02/18,01,187,Saint-Raphael-Ramatuelle,Flat
2024,men,Road,111,Tour Alpes Maritimes du Var,FR,2.1,Stage Race,2024/02/17,2024/02/18,02,178.9,Mandelieu-la-Napoule-Antibes,Hilly
2024,men,Road,111,Tour Alpes Maritimes du Var,FR,2.1,Stage Race,2024/02/17,2024/02/18,03,131.8,Villefranche-sur-Mer-Vence,Hilly
2024,men,Road,450,Tour of Rwanda,RW,2.1,Stage Race,2024/02/18,2024/02/25,02,130,Muhanga-Kibeho,Flat
2024,men,Road,450,Tour of Rwanda,RW,2.1,Stage Race,2024/02/18,2024/02/25,07,163,Rukomo-Kayonza,Flat
2024,men,Road,450,Tour of Rwanda,RW,2.1,Stage Race,2024/02/18,2024/02/25,05,13,Musanze-Kinigi,Flat ITT
2024,men,Road,450,Tour of Rwanda,RW,2.1,Stage Race,2024/02/18,2024/02/25,03,141,Huye-Rusizi,Hilly
2024,men,Road,450,Tour of Rwanda,RW,2.1,Stage Race,2024/02/18,2024/02/25,04,92,Karongi-Rubavu,Hilly
2024,men,Road,450,Tour of Rwanda,RW,2.1,Stage Race,2024/02/18,2024/02/25,08,90,Kigali-Kigali,Hilly
2024,men,Road,450,Tour of Rwanda,RW,2.1,Stage Race,2024/02/18,2024/02/25,06,93,Musanze-Mount Kigali,Hilly MTF
2024,men,Road,450,Tour of Rwanda,RW,2.1,Stage Race,2024/02/18,2024/02/25,01,18,Kigali-Kigali | TTT,TTT
2024,men,Road,9800,UAE Tour,AE,2.UWT,Stage Race,2024/02/19,2024/02/25,01,143,Al Dhafra-Liwa,Flat
2024,men,Road,9800,UAE Tour,AE,2.UWT,Stage Race,2024/02/19,2024/02/25,04,173,Dubai-Dubai,Flat
2024,men,Road,9800,UAE Tour,AE,2.UWT,Stage Race,2024/02/19,2024/02/25,05,182,Al Aqah-Umm al Quwain,Flat
2024,men,Road,9800,UAE Tour,AE,2.UWT,Stage Race,2024/02/19,2024/02/25,06,138,Abu Dhabi-Abu Dhabi,Flat
2024,men,Road,9800,UAE Tour,AE,2.UWT,Stage Race,2024/02/19,2024/02/25,02,12.1,Al Hudayriat-Al Hudayriat,Flat ITT
2024,men,Road,9800,UAE Tour,AE,2.UWT,Stage Race,2024/02/19,2024/02/25,07,161,Al Ain-Jebel Hafeet,Hilly MTF
2024,men,Road,9800,UAE Tour,AE,2.UWT,Stage Race,2024/02/19,2024/02/25,03,176,Al Marjan-Jebel Jais,Mountain MTF
2024,men,Road,121,Faun-Ardèche Classic,FR,1.Pro,One Day,2024/02/24,2024/02/24,GC,,,Hilly
2024,men,Road,53,Omloop Het Nieuwsblad,BE,1.UWT,One Day,2024/02/24,2024/02/24,GC,,,Cobbles
2024,men,Road,84,Kuurne-Brussel-Kuurne,BE,1.Pro,One Day,2024/02/25,2024/02/25,GC,,,Cobbles
2024,men,Road,432,La Drome Classic,FR,1.Pro,One Day,2024/02/25,2024/02/25,GC,,,Hilly
2024,men,Road,116,Le Samyn,BE,1.1,One Day,2024/02/27,2024/02/27,GC,,,Cobbles
2024,men,Road,112,Trofeo Laigueglia,IT,1.Pro,One Day,2024/02/28,2024/02/28,GC,,,Hilly
2024,men,Road,277,Umag Trophy,HR,1.2,One Day,2024/02/28,2024/02/28,GC,,,Hilly
2024,men,Road,539,GP Criquielion,BE,1.1,One Day,2024/03/02,2024/03/02,GC,,,Hilly
2024,men,Road,18953,Le Tour des 100 Communes,FR,1.2,One Day,2024/03/02,2024/03/02,GC,,,Flat
2024,men,Road,283,Ster van Zwolle,NL,1.2,One Day,2024/03/02,2024/03/02,GC,,,Flat
2024,men,Road,54,Strade Bianche,IT,1.UWT,One Day,2024/03/02,2024/03/02,GC,,,Hilly MTF
2024,men,Road,16525,South Aegean Tour,GR,2.2,Stage Race,2024/03/02,2024/03/03,01,123.9,Kerlouan-Kerlouan,Flat
2024,men,Road,16525,South Aegean Tour,GR,2.2,Stage Race,2024/03/02,2024/03/03,02,120.7,Plemet-Saint Meen-Le-Grand,Flat
2024,men,Road,16525,South Aegean Tour,GR,2.2,Stage Race,2024/03/02,2024/03/03,03,19.4,Plouay-Plouay,Flat ITT
2024,men,Road,16525,South Aegean Tour,GR,2.2,Stage Race,2024/03/02,2024/03/03,04,136.6,Mur de Bretagne-Kervignac,Hilly
2024,men,Road,16525,South Aegean Tour,GR,2.2,Stage Race,2024/03/02,2024/03/03,05,127.7,Plouharnel-Saint Jean Brévelay,Hilly MTF
2024,men,Road,2729,GP Jean-Pierre Monseré,BE,1.1,One Day,2024/03/03,2024/03/03,GC,,,Flat
2024,men,Road,284,GP Lillers,FR,1.2,One Day,2024/03/03,2024/03/03,GC,,,Flat
2024,men,Road,278,Porec Trophy,HR,1.2,One Day,2024/03/03,2024/03/03,GC,,,Flat
2024,men,Road,2,Paris-Nice,FR,2.UWT,Stage Race,2024/03/03,2024/03/10,01,157.7,Les Mureaux-Les Mureaux,Flat
2024,men,Road,2,Paris-Nice,FR,2.UWT,Stage Race,2024/03/03,2024/03/10,05,193.5,Saint-Sauveur-de-Montagut-Sisteron,Hilly
